,SERPINA3,PMEL,DCT,IFITM1,APOD,A2M,IFI27,APOC2,RGS1,SPP1,CAPG,TM4SF1,TYR,CTSK,ANXA1,MIA,HSPA1A,CRYAB,GDF15,CAPN3,TSC22D3,FN1,DUSP1,HSPA1B,QPCT,APOE,EGR1,MT1X,S100A4,SERPINE2,NNMT,MLANA,FOS,CTSL1,MCAM,LHFPL3-AS1,APOC1,DDIT3,CRIP2,MT1E,TNFRSF12A,PRKCDBP,IER3,TMSB4X,S100A16,SELM,IGFBP7,LOXL4,NSG1,SLC20A1,MYC,CD74,BIRC7,SLC26A2,LOXL3,PLTP,RAB38,RCAN1,PLEKHB1,group
CY89FNAQ2_F06_S450_comb,0.0,10.537,7.2644,5.112,4.4108,1.113,0.0,0.0,8.3355,4.8366,5.2667,0.0,8.8026,8.0406,3.7465,5.3221,5.2471,6.657,0.0,2.737,5.5422,3.3478,0.0,3.4432,1.9605,0.8447899999999999,3.1865,0.9456100000000001,2.6473,6.7714,0.0,8.3291,3.2888,3.6427,2.5717,2.7736,1.3127,1.9237,2.9317,3.8421,2.6316,0.0,3.1383,0.0,3.0135,0.0,0.0,1.5346,5.0427,1.9497,4.6773,0.0,1.4049,0.38184,2.5692,1.263,4.8581,2.6706,0.0,1.0
CY89CORE11_A04_S100_comb,0.0,9.9705,4.2807,7.3368,5.3258,0.0,1.4947,2.8789,6.4428,4.6681,3.0309,0.0,8.7175,6.736000000000001,6.9918,5.7515,3.9763,7.3424,0.0,0.0,0.0,5.7201,0.0,2.3311,2.6695,2.5021,3.7935,0.0,0.0,7.5739,0.0,6.8703,4.1076,2.7044,4.7497,0.0,0.0,0.0,2.6369,3.719,4.8063,2.2501,2.0339,0.0,0.0,0.0,0.0,0.0,4.0102,1.2594,4.4159,0.0,0.0,0.44466999999999995,2.0374,3.952,0.0,4.4069,0.0,1.0
CY89NEG_H11_S95_comb,0.0,9.4413,5.2073,5.9612,5.7084,0.57628,0.0,0.0,7.1988,4.2095,4.6972,0.0,8.0872,7.8541,5.6294,5.4121,7.3555,5.6581,0.0,0.0,4.1288,1.278,4.4265,6.2396,0.0,3.3477,3.8676,0.0,0.0,7.9603,0.0,6.9058,4.9662,2.4686,2.315,0.0,0.0,3.3339,3.9212,4.065,4.129,3.2915,0.0,3.4849,0.0,0.0,0.0,0.0,3.4093,0.0,2.9319,0.0,2.2564,0.10434,1.0759,4.2776,2.6524,2.4818,0.0,1.0
CY89NEG_F05_S65_comb,0.0,11.165,8.3581,6.4046,5.4763,0.0,0.0,0.0,5.7353,2.3288,4.1433,0.0,9.5967,8.9134,0.0,5.3504,7.4004,6.997999999999999,5.5663,4.2978,5.1831,2.6848,0.0,6.0146,3.3646,3.5094,0.22774,3.5928,1.1303,5.778,0.0,8.795,0.0,3.4898,0.10835999999999998,0.0,0.0,0.0,0.0,2.8129,0.0,0.0,0.0,4.0851,0.0,0.0,0.0,0.0,5.6162,3.516,3.4634,0.0,0.0,0.0,0.0,4.6998,5.7282,0.0,0.0,1.0
CY89CORE11_E10_S154_comb,0.0,9.8837,6.7394,5.612,4.6445,0.0,0.0,0.0,9.062000000000001,6.2084,2.8864,0.0,8.474,6.9569,7.7939,5.9910000000000005,7.274,6.4326,0.0,0.0,3.116,5.3661,3.5601,6.2217,4.8509,4.3918,5.2626,2.7851,0.0,7.5321,0.0,7.1402,7.1773,0.0,0.0,0.0,0.0,6.4955,3.5804,1.6717,4.9031,2.6494,5.2371,0.0,2.8146,0.0,0.0,0.0,4.4313,3.6705,0.0,0.0,2.3371,0.75189,1.0342,2.8022,3.4517,2.1147,0.0,1.0
CY89NEG_E06_S54_comb,0.0,9.4046,7.3448,1.3791,5.3273,0.0,0.0,0.0,6.0489,0.0,3.867,0.0,6.9845,7.3107,0.0,5.7025,9.2821,7.8105,5.5628,2.9224,4.2718,0.0,5.7328,8.4409,4.3653,6.4026,1.6471,0.0,0.0,8.0577,0.0,7.4399,5.6614,0.0,0.0,0.0,0.0,6.5126,2.7239999999999998,1.3196,0.0,0.0,0.35502,0.0,1.8556,0.0,0.0,0.0,4.8938,0.83996,0.0,0.0,3.4486,0.0,0.0,4.3595,5.0014,0.0,0.0,1.0
CY89FNAQ2_G07_S463_comb,0.0,11.734000000000002,7.7718,3.6032,7.5496,2.7463,3.1318,3.4101,6.872999999999999,5.1886,6.5282,0.0,8.0019,6.7109,4.3784,5.7603,5.981,4.3823,6.7688,4.4036,2.3763,5.6055,2.5185,4.8821,3.4852,4.8951,0.0,0.0,0.0,7.2018,2.2274,6.5794,0.43723,4.7383,0.13619,3.7021,2.5395,6.2257,1.9199,0.0,5.1292,0.0,3.1582,0.0,0.0,0.0,3.2878,0.0,5.2182,2.6161,3.3464,0.0,0.0,3.1074,0.0,3.9759,4.9473,6.1138,0.0,1.0
CY89CORE11_B04_S112_comb,0.0,10.232000000000001,7.7715,5.5895,2.8924,0.0,4.2377,0.0,7.5605,0.0,3.6216,0.0,8.4702,6.4725,3.7594,6.1093,6.6903,5.4024,0.0,0.0,3.5537,4.1161,3.9695,5.0021,0.0,4.9002,3.9547,0.76553,2.4929,6.5165,0.0,6.6757,7.0438,3.3759,0.0,1.1922,0.0,3.5263,4.6932,0.0,3.4271,3.207,0.0,0.0,0.0,0.0,0.0,0.0,3.679,0.0,4.8069,6.3402,3.5711,0.0,3.1546,0.0,3.6053,0.0,0.0,1.0
CY89CORE11_A05_S101_comb,0.0,7.5914,6.6708,4.0947,8.1361,4.0912,0.0,0.0,8.7792,4.3063,6.1779,0.0,8.222999999999999,7.9271,7.0983,7.1597,5.7608,7.3815,0.0,5.1037,6.0116,2.6639999999999997,1.5922,4.2887,0.0,0.0,1.547,2.5056,0.0,6.8002,0.0,5.5131,3.8976,0.41143,5.3853,0.0,0.0,4.0504,4.8332,0.0,3.5638,3.8919,0.0,0.0,4.0783,0.0,0.0,0.0,4.7782,0.19912,2.6182,0.0,0.0,0.0,0.0,4.169,4.6729,0.0,0.0,1.0
CY89CORE11_B06_S114_comb,0.0,11.547,7.2391,4.0967,2.9009,3.1334,4.3675,3.3093,7.4292,0.0,5.6398,0.0,9.0677,6.9255,4.4146,4.8018,4.5525,5.5787,0.0,1.1757,4.3101,3.2206,2.5988,3.9363,4.0413,4.6835,2.4712,3.6674,0.0,5.9516,0.0,6.9986,4.4408,4.7361,4.4714,0.0,2.4526,0.0,2.8926,3.2929,3.4584,2.0687,3.5643,0.0,0.42653,0.0,0.0,0.0,4.101,2.7111,4.7036,2.8602,0.0,0.0,0.0,3.8596,5.1061,4.4487,0.0,1.0
CY89NEG_A06_S6_comb,0.0,11.494000000000002,8.3906,4.6259,5.2,4.14,0.0,3.1830000000000003,7.308,5.3208,7.449,0.0,9.4365,7.4805,3.5131,6.0681,6.4189,6.314,0.0,3.3307,5.6633,5.0358,3.0578,4.7562,0.0,5.3641,2.4287,0.0,0.0,6.6003,0.0,7.7028,5.9808,3.761,0.18777,0.0,0.0,0.0,4.9205,0.0,0.0,1.9126,0.0,0.0,3.3121,0.0,0.5069100000000001,0.0,3.4506,0.0,4.6762,0.0,4.6982,0.0,1.8294,0.0,4.9032,4.9379,0.0,1.0
CY89CORE11_D09_S141_comb,0.0,9.1222,6.0092,0.0,3.1192,0.0,0.0,0.0,5.9179,0.0,0.0,0.0,4.1673,7.1948,7.9963,7.5896,5.4715,8.2095,4.2112,0.0,3.3281,4.3704,0.0,4.5304,3.0256,6.3538,2.9027,0.0,0.0,7.731,0.0,4.9765,3.6067,0.0,0.0,0.0,5.0616,6.6123,6.9931,0.0,8.0482,0.0,3.1643,0.0,5.6433,0.0,0.0,0.0,3.6513,0.0,1.6012,0.0,0.0,0.0,0.0,3.4445,1.8139,4.781000000000001,0.0,1.0
CY89FNAQ2_B02_S398_comb,0.0,7.7897,3.2651,5.346,4.2801,3.9145,5.1313,0.0,9.1337,0.0,5.6813,0.0,7.1038,8.5218,5.9197,6.9887,5.614,7.4343,0.0,3.083,4.4485,5.5607,0.72596,4.8377,0.0,3.4016,0.35389,5.3683,4.3869,8.8165,0.0,7.0692,0.0,0.0,0.0,0.0,0.0,3.2579,6.1127,3.9468,5.1813,4.8622,3.616,0.0,3.0409,0.0,0.0,0.0,3.0559,3.5975,2.2376,6.6128,0.0,0.0086303,2.1023,2.6835,0.0,2.1645,0.0,1.0
CY89FNAQ2_C04_S412_comb,0.0,0.0,4.7274,0.0,5.7272,2.2284,0.0,0.0,4.5997,8.6533,5.6666,0.0,7.3278,7.0726,7.2604,1.1063,0.0,7.6078,0.0,2.1134,4.6153,3.9385,3.384,0.0,0.0,0.0,0.0,0.0,6.9777,8.4096,0.0,4.3657,5.1149,3.0616,0.0,2.7108,0.0,0.0,0.0,0.0,0.0,4.6351,0.0,0.0,1.0029,0.0,0.0,0.0,0.0,2.7474,0.0,0.0,0.0,1.3868,1.4823,0.0,2.969,4.1914,0.0,1.0
CY89NEG_H06_S90_comb,0.0,10.707,8.4967,2.2633,4.1851,0.0,0.0,0.0,8.7123,8.1745,5.7381,0.0,8.3917,8.5079,7.5795,6.1037,5.2635,8.5383,5.6551,0.0,5.1259,2.7396,2.0289,5.4246,4.3369,4.2091,0.0,0.0,0.0,6.7855,0.0,6.909,1.9564,4.5898,0.0,0.0,0.0,4.03,3.5484,1.949,4.0164,3.2943,0.0,0.0,0.0,0.0,4.5815,0.0,5.0995,0.0,0.0,0.0,2.3354,0.0,2.2488,0.0,4.5076,4.2894,0.0,1.0
CY89FNAQ2_H03_S471_comb,0.0,10.844000000000001,7.2997,3.4799,6.3348,0.0,0.0,0.0,6.4761,4.1118,4.3302,0.0,8.8352,7.0466,7.706,6.7577,6.8703,2.7459,0.0,0.0,4.3415,3.4858,0.0,4.7716,3.5954,5.6796,1.1296,0.0,0.0,7.4066,0.0,7.4813,3.8984,2.9428,3.6301,0.0,0.0,4.5952,5.5562,2.3231,5.0314,0.0,1.3443,0.0,2.201,0.0,0.0,3.6067,1.1329,0.6332,3.392,0.0,0.0,0.0,0.0,2.6304,5.2738,2.9249,0.0,1.0
CY89CORE11_F03_S159_comb,0.0,10.312999999999999,6.2802,7.2608,8.0363,2.7465,0.0,0.0,8.6046,2.6904,6.9845,0.0,8.9751,6.2974,6.7715,6.2867,4.5916,6.4539,0.0,0.0,5.7044,6.2576,0.0,4.14,0.0,5.1443,3.3349,0.0,2.2786,8.1636,0.0,7.6597,3.7657,3.247,5.1373,0.0,0.0,4.4462,5.3897,3.1398,5.4667,3.2629,5.7766,0.0,5.8485,0.0,0.0,0.0,4.4030000000000005,0.58015,0.0,0.0,3.6891,2.9882,0.0,4.823,0.0,0.0,0.0,1.0
CY89FNAQ2_B10_S406_comb,0.0,11.229000000000001,7.4231,7.1561,7.7859,0.0,5.4825,5.2297,6.8898,2.1728,6.1148,0.0,7.6266,7.5229,4.5843,4.8292,4.2023,5.8869,3.2077,2.1094,4.0025,5.6429,1.237,3.3478,2.7414,3.2310000000000003,0.8976299999999999,2.3311,2.0133,5.3359,0.9107299999999999,7.7619,4.4131,0.0,4.1845,1.3237,0.0,1.3857,3.8637,0.0,3.7506,2.9793,1.0949,4.6416,1.2228,0.0,2.6848,0.0,5.0888,3.3504,3.8918,2.5056,0.0,2.1632,2.7305,3.083,3.5247,5.1299,0.0,1.0
CY89NEG_A03_S3_comb,0.0,10.068,7.4838,4.1455,0.0,2.1127,0.0,0.0,6.431,7.6868,5.5363,0.0,8.0116,7.3706,5.7558,6.1759,5.1728,7.9666,0.0,3.0056,6.7772,3.8930000000000002,0.0,5.2941,0.0,4.8211,3.0784,3.1596,3.2379,7.6934,0.0,7.4442,4.207,0.0,0.0,0.0,0.0,6.1216,5.3714,0.0,4.4472,3.0745,0.0,0.0,0.0,0.0,0.0,0.0,1.7698,0.0,0.0,0.0,0.0,2.2525,2.8301,2.8626,5.5572,0.0,0.0,1.0
CY89FNAQ2_C01_S409_comb,0.0,9.8228,7.6831,6.3119,6.5027,0.49467,7.5712,0.0,8.6584,7.8871,5.7504,0.0,8.2428,7.1055,1.9294,6.4899,1.7075,1.189,5.7047,0.0,0.0,4.6563,0.0,0.0,4.4755,5.0718,3.8069,4.4195,0.0,7.5961,0.0,6.3201,2.5514,0.32077,5.1633,0.0,2.1243,0.0,2.9038,3.492,2.8801,2.5736,3.0508,0.0,0.0,0.0,0.0,0.0,3.1774,3.1968,3.5058,0.0,3.3391,0.063503,0.0,0.0,2.5353,2.6984,0.0,1.0
CY89CORE11_G08_S176_comb,0.0,11.145,5.6513,4.9561,7.6195,1.7472,3.6904,2.9622,7.4574,0.0,6.2186,0.0,8.5035,6.2118,4.3531,6.7907,6.4153,6.2121,0.0,1.5941,2.7769,4.6686,4.3209,5.2935,0.0,6.1938,2.2678,0.0,0.0,6.4443,1.6257,6.4432,6.0360000000000005,2.4219999999999997,2.7321,0.0,4.3865,1.2357,5.5008,4.6897,3.1204,1.2582,5.44,0.0,0.0,0.0,0.0,0.0,4.3195,3.7497,3.738,0.0,0.0,1.943,1.8988,2.7135,4.8235,3.7929,0.0,1.0
CY89NEG_E02_S50_comb,0.0,10.243,7.2458,6.832000000000001,5.1834,0.0,3.888,0.0,8.027000000000001,0.0,7.24,0.0,9.0842,7.4149,3.9330000000000003,6.0259,5.9073,2.4412,0.0,3.0461,2.9855,4.6012,5.5106,4.7932,2.512,3.4560000000000004,2.0731,3.8332,0.0,7.3486,2.5028,7.9328,6.1048,0.0,0.0,0.0,0.0,1.5553,2.7753,4.8073,0.0,3.2596,3.1714,1.0936,4.1223,0.0,0.0,0.0,4.9537,2.9736,4.1649,0.0,0.0,1.2768,0.0,0.18903,3.975,5.0482,0.0,1.0
CY89CORE11_F07_S163_comb,0.0,7.1515,4.38,6.4919,3.9555,0.0,0.0,0.0,5.0677,8.3171,5.1856,0.0,6.7981,7.332999999999999,6.6477,5.2598,7.4084,7.9487,0.0,0.0,4.6691,4.6495,6.4781,6.2956,2.9321,0.0,0.0,4.3642,1.6168,7.5874,0.0,5.3884,5.687,3.236,4.2642,0.0,0.0,3.1063,4.6539,2.8651,5.2371,0.0,2.4952,0.0,0.0,0.0,0.0,0.0,4.0649,0.0,0.0,0.0,0.0,1.1395,0.0,3.3919,3.5107,2.4929,0.0,1.0
CY89CORE11_A09_S105_comb,0.0,8.2797,5.6021,6.9519,5.2976,0.0,0.0,0.0,8.6198,3.5481,3.2954,0.0,5.9314,7.5391,7.8569,6.2477,7.1941,8.2988,0.0,3.4861,3.6173,3.5484,0.0,7.0684,3.698,2.7866,2.3283,0.0,0.0,7.1054,2.986,6.2064,5.2627,2.481,0.12168,0.0,0.0,4.8267,5.6816,0.0,5.47,0.0,3.3936,0.0,4.871,0.0,0.0,0.0,4.0615,4.64,2.9094,0.0,0.0,0.0,2.8262,0.0,0.0,0.0,0.0,1.0
CY89NEG_D12_S48_comb,0.0,8.6694,7.57,5.7668,7.3585,0.0,3.8123,0.0,5.4725,5.8492,3.6710000000000003,0.0,8.3114,7.2238,6.5284,7.081,3.9091,6.9035,0.0,0.25096,4.5835,3.4962,4.2638,3.1038,0.0,2.6048,0.0,0.0,0.0,8.2599,0.0,7.2367,2.8252,0.0,0.07861,1.4797,3.4635,3.0067,0.0,2.6199,0.0,4.5695,0.0,0.0,3.5874,0.0,0.0,0.0,4.323,2.3749,0.0,0.0,1.0996,1.8647,3.6777,1.0649,3.4527,0.8229299999999999,2.4592,1.0
