,SERPINA3,PMEL,DCT,IFITM1,APOD,A2M,IFI27,APOC2,RGS1,SPP1,CAPG,TM4SF1,TYR,CTSK,ANXA1,MIA,HSPA1A,CRYAB,GDF15,CAPN3,TSC22D3,FN1,DUSP1,HSPA1B,QPCT,APOE,EGR1,MT1X,S100A4,SERPINE2,NNMT,MLANA,FOS,CTSL1,MCAM,LHFPL3-AS1,APOC1,DDIT3,CRIP2,MT1E,TNFRSF12A,PRKCDBP,IER3,TMSB4X,S100A16,SELM,IGFBP7,LOXL4,NSG1,SLC20A1,MYC,CD74,BIRC7,SLC26A2,LOXL3,PLTP,RAB38,RCAN1,PLEKHB1,group
cy79-p4-CD45-neg-PDL1-pos-B03-S399-comb,8.0319,9.292,0.0,1.7338,10.292,8.9663,6.8387,5.4301,5.9772,7.2717,5.0708,5.4685,9.6249,0.0,7.0901,8.5529,6.0382,7.0303,0.0,8.5437,7.4465,1.9218,8.1027,3.1709,5.6638,5.1365,6.474,3.2348,0.0,9.1038,1.9023,6.9543,9.1178,0.71809,4.378,0.0,4.4908,5.6188,0.0,2.8893,0.0,0.0,1.7472,2.5794,0.0,4.7398,0.0,0.0,5.4127,2.11,2.9218,5.433,2.6271,6.3716,0.0,3.9482,3.7947,3.9958,4.2919,1.0
cy80-CD45-neg-B08-S884-comb,5.3566,9.4931,1.7874,5.325,8.3617,3.3077,6.263999999999999,4.6648,3.9822,0.0,8.3059,0.0,6.7805,5.6885,4.5692,7.1666,0.8245600000000001,4.375,0.0,4.6587,5.3233,1.4399,1.168,0.0,0.0,4.4409,3.0151,5.5479,3.8692,7.7607,4.7359,6.1195,6.4983,4.1502,0.0,4.7966,0.0,0.0,0.0,5.295,0.0,4.2077,3.7781,0.0,0.0,6.8754,5.8449,5.5012,5.1868,3.2576,4.5026,1.7075,4.9381,3.5692,3.7093,5.7151,3.4256,3.8309,4.8775,1.0
cy79-p5-CD45-neg-PDL1-pos-D09-S717-comb,7.4217,9.7389,0.0,0.0,10.288,4.7868,5.0914,6.8725,0.0,5.8974,5.4605,4.8664,7.6584,0.0,4.8637,9.1725,8.3158,4.7165,4.816,8.4003,6.8581,3.8161,7.3503,7.0385,6.0038,6.4945,5.535,0.0,0.0,8.9177,0.0,7.0177,9.2676,5.7995,3.9343,0.0,3.8258,5.4166,4.2191,0.0,0.0,3.016,0.0,2.8635,4.5423,0.0,4.099,3.9935,5.3306,3.1037,0.0,0.0,5.0499,4.7647,0.0,0.0,0.0,0.0,6.2549,1.0
cy80-CD45-neg-F08-S932-comb,5.1004,7.8995,0.42975,6.4913,7.9889,4.2284,5.5909,2.5534,5.1767,0.0,7.8918,3.4694,6.4204,4.8639,5.476,6.6985,0.0,3.3324,6.6978,5.2489,4.2536,4.5396,3.8954,1.94,0.0,4.1685,2.3978,4.4063,6.1273,8.4681,5.9771,6.615,5.1184,6.162000000000001,0.0,1.8785,1.6443,0.0,0.0,5.8504,2.5661,5.5451,4.353,3.4778,0.0,5.6134,4.3443,4.8186,4.2272,6.4862,5.6864,2.8169999999999997,1.2066,2.406,6.0076,6.2987,6.0102,4.492,3.822,1.0
cy81-FNA-CD45-neg-E09-S1017-comb,5.2698,0.0,0.0,5.6873,2.9375,6.1776,0.0,0.0,0.0,5.656000000000001,0.0,5.3595,0.0,1.2756,4.6244,5.6610000000000005,6.2121,5.5642,3.7504,2.3693,5.1525,7.2288,6.0788,4.727,1.4962,1.8953,3.0573,4.2931,2.5622,6.865,4.3764,0.0,4.8365,4.756,2.1554,0.0,0.0,4.894,3.5795,1.8049,0.0,3.9212,4.2165,0.0,4.7471,0.0,0.0,6.9302,0.0,4.1662,0.0,0.0,0.0,2.5021,3.5037,4.0014,3.2088,5.4956,4.7474,1.0
cy79-p5-CD45-neg-PDL1-pos-C04-S700-comb,6.9132,10.863,0.71458,0.0,10.882,7.824,6.8169,4.262,7.0251,5.7753,5.9401,6.5027,7.7714,5.5868,6.6922,7.6784,8.7156,6.6829,5.1089,8.3936,5.6805,0.0,7.1986,6.5002,6.5473,7.0477,6.8104,4.3324,0.0,9.2126,5.6918,5.8543,8.4245,4.8571,5.76,0.0,5.6194,5.4864,5.7404,4.8806,0.0,4.0144,1.1654,3.1919,5.0562,0.0,3.5887,4.5807,6.2373,0.0,4.5088,3.8316,0.0,6.007000000000001,0.9501,4.0168,0.0,0.0,5.8599,1.0
cy82-CD45-pos-1-B11-S503-comb,10.785,0.0,0.0,0.0,7.0489999999999995,6.4337,0.0,0.0,0.0,5.6973,0.0,0.0,0.0,1.4103,5.1091,8.1486,9.1548,0.0,3.1235,0.0,0.0,0.0,6.8985,8.6366,0.0,0.0,6.2314,1.1144,0.0,6.7069,3.7761,0.41143,9.3215,5.8158,6.0985,0.0,0.0,4.6758,5.1981,4.9593,3.2230000000000003,6.8715,5.8131,3.1637,3.5341,6.0920000000000005,0.0,7.5794,0.0,7.1777,0.0,0.0,0.0,4.7215,5.0727,4.2196,2.5719,5.4569,3.3578,1.0
cy82-CD45-pos-1-D01-S517-comb,9.3847,0.0,0.0,0.0,5.7478,5.1294,0.0,0.0,0.0,5.9681,2.9851,3.9563,0.0,0.0,6.2636,8.5974,7.728,3.4179,4.1266,0.0,0.0,1.489,7.9805,6.8202,2.6201,0.0,6.4286,5.5693,3.1515,7.0196,3.5016,0.32998,8.2039,4.8244,2.6064,0.0,0.0,5.5732,5.4977,5.7293,6.4651,7.5574,6.2505,5.9533,3.6889,6.0454,0.0,5.5349,0.0,6.7538,1.5878,4.1149,0.0,3.242,5.6486,3.7736,0.0,2.6316,5.7708,1.0
cy80-CD45-neg-E05-S917-comb,0.0,9.9921,2.1988,5.2638,4.9686,0.0,3.905,0.0,4.9581,0.0,8.9801,6.8414,6.0266,3.3512,2.8146,6.522,5.1255,4.7549,0.0,4.801,0.0,0.0,3.7323,0.0,2.5622,3.9512,6.2093,0.0,0.0,6.8388,0.0,6.9978,7.1961,3.0897,3.4328,0.0,0.0,0.0,0.0,4.2929,0.0,7.3859,4.83,5.4719,0.0,3.8075,6.114,3.8444,4.8828,3.9539999999999997,7.0968,3.8067,0.0,1.9964,4.0633,4.9072,0.0,4.6421,4.6826,1.0
cy79-p4-CD45-neg-PDL1-pos-C06-S414-comb,5.9645,10.307,0.0,0.0,8.0807,7.8706,7.0752,6.1556,0.0,3.2356,5.6883,5.2073,6.8469,4.0173,7.6997,8.4668,4.9467,2.6668,4.387,5.6426,5.6698,3.1916,0.0,4.146,4.3996,6.4108,0.0,0.0,2.6227,9.7804,3.773,6.691,4.404,6.6453,7.335,0.0,3.68,1.86,6.2241,5.5891,3.738,6.2005,0.0,2.3202,3.803,4.5959,3.7203,4.2728,5.7824,0.0,0.0,4.5827,0.0,5.0437,6.2334,0.0,0.0,0.0,5.2214,1.0
cy79-p4-CD45-neg-PDL1-neg-C08-S1088-comb,6.8616,9.6939,0.0,0.0,9.5407,9.0304,6.4188,3.3488,0.0,6.4679,5.6169,0.9501,8.2875,1.4521,6.4498,8.5283,7.6055,3.0555,5.5996,6.4927,5.7835,3.5936,0.0,6.5946,5.0607,6.2461,1.4452,4.0841,2.6187,10.53,3.0023,5.5199,7.4081,6.8305,3.7782,0.0,5.4473,4.4973,5.0669,4.6625,4.7088,3.0067,3.7304,2.9585,3.7947,4.3578,4.6593,4.5932,5.9396,2.7933,0.0,6.1653,4.0989,6.9698,4.4177,1.7433,0.0,5.1788,3.3663,1.0
cy79-p5-CD45-neg-PDL1-neg-A09-S777-comb,8.7758,9.8882,0.0,0.0,9.9121,7.1778,7.7047,5.1727,0.0,1.8331,0.0,6.6785,8.0388,0.0,7.4213,8.4093,6.4919,4.3009,0.0,7.1149,5.7058,4.0217,0.0,5.5851,5.0142,7.2909,2.7782,3.7637,6.7855,10.46,3.4218,4.489,7.9815,6.2434,6.3457,1.6425,6.2164,0.0,0.0,0.0,0.0,6.3962,0.0,0.0,0.0,5.8362,0.0,5.0862,6.029,1.06,0.0,3.1316,0.0,6.4082,4.8405,0.0,0.0,0.8647299999999999,6.5054,1.0
cy81-FNA-CD45-neg-D03-S999-comb,7.2496,0.0,0.0,8.0764,2.1567,5.0541,0.0,0.0,0.0,3.1889999999999996,0.0,5.2784,0.0,0.0,4.8783,4.3653,2.4699,4.0789,3.6606,0.0,3.2617,8.3836,5.4696,0.0,1.2166,0.0,0.54893,4.6713,2.6638,7.0214,5.3999,0.0,3.7748,0.0,0.31267,0.0,0.0,4.0014,0.0,2.2057,0.0,5.289,5.3329,0.0,4.5306,2.5588,3.4366,2.6175,0.0,4.3289,0.0,0.0,0.0,6.1099,0.0,3.0321,2.7521,2.7039999999999997,5.3815,1.0
cy81-FNA-CD45-neg-E06-S1014-comb,7.7365,1.6074,0.0,7.4201,6.571000000000001,7.7255,0.0,0.0,0.0,4.6496,2.0346,4.9539,0.0,2.4019,3.9276,7.3757,5.2959,5.325,0.0,2.0566,4.2337,8.9687,5.809,5.2967,0.0,2.1519,3.8203,4.8164,0.0,8.6064,6.1933,0.0,4.9603,4.3428,0.0,0.0,3.6077,0.0,5.2436,0.0,0.0,6.2648,4.1109,0.0,5.4419,0.0,0.0,1.0115,0.0,6.3112,0.0,0.0,0.0,5.5243,2.201,6.0538,0.0,4.5295,5.9546,1.0
cy79-p4-CD45-neg-PDL1-pos-B07-S403-comb,5.294,11.470999999999998,0.0,3.4410000000000003,3.3125,7.5366,6.9619,6.792000000000001,3.0145,0.0,3.9195,4.5993,7.6299,0.0,4.9352,5.8986,4.5511,4.4308,0.0,7.2005,4.8319,0.0,6.8335,4.8352,5.0737,5.624,2.93,2.557,2.2172,6.1254,0.0,6.7802,6.4219,1.308,5.4309,0.0,5.0944,0.0,0.0,0.0,0.0,4.1168,0.0,7.2825,4.3219,4.0379,4.1208,0.0,6.1032,3.6781,3.3978,2.7091,2.6464,3.8097,0.0,0.0,3.3291,0.0,2.8955,1.0
cy81-FNA-CD45-neg-C11-S995-comb,7.3189,0.0,0.0,8.1115,5.2423,7.3888,0.0,0.0,0.0,5.8466,0.0,4.8658,0.0,2.7373,4.0439,6.711,3.4734,5.5713,0.0,0.0,4.9193,10.091000000000001,6.4639999999999995,4.1302,1.8848,0.0,0.0,6.0255,4.2029,7.7586,6.1924,0.0,1.8488,4.9035,0.03984,0.0,2.6007,3.0342,3.9381,0.0,1.7545,6.0428,3.5311,0.0,6.1756,2.7693,0.0,2.0959,0.0,6.5099,0.0,0.0,0.0,4.9279,5.1597,5.6369,3.1018,4.7761,5.2823,1.0
cy80-CD45-neg-B03-S879-comb,5.6339,10.118,3.1179,6.928,6.45,0.0,6.4737,4.2288,1.5748,0.0,7.8135,1.825,6.5728,5.4872,5.0467,6.2106,0.0,0.70487,0.0,7.0394,2.0762,3.0748,0.0,3.0222,0.54498,0.0,3.0846,5.5612,0.0,7.0375,4.0607,6.3192,4.4974,3.9301,1.7617,0.0,1.0314,2.4921,0.0,6.1016,1.5772,3.6826,0.0,0.0,2.7502,4.5666,5.3896,5.6734,4.0383,3.0275,3.5469999999999997,2.9191,0.0,3.3753,2.6074,4.0791,2.6194,3.7792,2.873,1.0
cy79-p4-CD45-neg-PDL1-pos-A06-S390-comb,7.6328,10.815,0.0,0.0,10.046,7.4086,7.4953,4.5208,2.3234,5.1563,6.6419,6.1172,8.0593,0.0,6.4926,7.2198,6.3823,5.0487,0.0,8.3868,6.5489,2.7487,0.0,6.2543,4.3992,4.6041,1.2857,0.0,3.5091,8.7457,0.0,5.3082,4.4436,5.0699,6.3187,0.0,3.0152,4.8463,4.242,0.0,3.4902,0.0,0.0,3.8088,4.373,0.0,0.0,0.0,6.1315,0.0,0.0,0.0,4.0575,5.3576,5.1869,0.0,0.0,0.0,4.9764,1.0
cy79-p4-CD45-neg-PDL1-neg-H05-S1145-comb,7.8104,9.5243,0.0,0.0,8.6798,8.0927,7.4063,3.3677,0.0,5.482,4.51,3.9044,8.6649,0.0,6.5289,8.3848,5.0828,4.3765,4.8223,7.1037,6.1947,3.0181,4.4653,3.5112,5.2791,4.1431,6.1353,6.0805,0.0,9.3132,0.0,6.055,8.2758,3.3066,4.4093,0.0,4.4453,5.4274,6.0255,0.0,4.4823,4.6067,4.2153,4.7329,0.0,4.5889,0.0,3.0836,5.9597,0.0,0.0,3.0447,5.4567,4.0648,3.4777,0.0,0.0,0.0,0.0,1.0
cy79-p5-CD45-neg-PDL1-neg-G08-S848-comb,8.4685,9.3151,0.0,4.8403,10.460999999999999,6.4646,6.9598,6.1725,0.0,6.6774,5.0311,6.8246,7.3441,0.0,8.0435,8.8056,5.655,3.3252,6.5641,5.7637,6.9609,0.0,0.0,3.9135,5.7795,6.746,1.4082,0.0,5.9574,9.6326,0.0,6.2299,6.7362,5.3265,7.7075,4.6312,2.4399,5.3928,5.6465,0.0,0.0,0.0,4.9968,2.7681,5.292999999999999,3.3252,3.1515,4.886,5.2119,5.3345,0.0,4.4045,0.0,4.9305,5.7617,0.0,5.1655,0.0,6.7013,1.0
cy79-p4-CD45-neg-PDL1-pos-F04-S448-comb,7.6854,10.747,0.0,0.0,9.0288,7.4159,5.3112,7.3477,0.0,3.543,2.103,5.6988,8.2326,4.7092,7.8803,8.712,7.0681,4.1926,0.0,7.5342,5.8557,0.08949800000000001,6.4628,7.0322,5.8589,7.1099,4.9879,4.3013,0.0,9.6041,3.173,6.9057,7.9295,6.2065,4.5688,0.0,0.0,3.4356,4.4246,5.8827,5.4311,0.0,0.0,3.6913,6.3788,0.0,0.0,6.2422,5.5266,0.0,0.0,3.6288,5.5162,5.4842,4.0393,0.0,0.0,0.0,5.0902,1.0
cy82-CD45-pos-3-A12-S12-comb,9.6557,0.0,0.0,0.0,6.239,5.4239999999999995,0.0,0.0,0.0,6.2636,3.9369,2.3271,0.0,0.0,4.196000000000001,8.2601,8.5627,1.7009,7.7009,0.0,0.0,1.1661,6.4453,7.9212,4.7452,0.0,5.8808,4.4177,3.2926,8.8507,5.4218,0.69421,8.2576,5.9937,4.3202,0.0,0.0,2.8538,5.8397,4.4632,5.0433,6.3087,8.1204,5.9057,4.2992,6.2232,0.0,0.0,2.2585,5.9003,0.0,4.0726,0.0,4.6964,6.8147,4.4868,0.0,1.8635,6.0403,1.0
cy81-Bulk-CD45-neg-B02-S110-comb,7.3641,0.0,0.0,6.5157,4.4153,6.057,0.0,0.0,0.0,5.1407,0.0,6.4307,0.0,0.0,6.5971,6.8155,8.4192,7.5337,0.0,0.0,3.3897,7.7588,6.9435,7.6384,2.8115,0.0,7.1071,5.7783,3.9309,8.3805,2.9837,0.514,7.4721,5.372000000000001,0.9335700000000001,0.0,0.0,6.2615,4.7795,1.2491,1.6434,6.1627,3.969,0.0,4.724,3.1077,2.8732,5.9095,0.0,5.6173,0.0,0.0,0.0,4.7178,4.7944,0.0,0.0,7.346,4.1841,1.0
cy80-CD45-neg-A06-S870-comb,8.4662,10.349,0.92676,4.8211,8.4449,5.4975,4.0249,3.208,0.0,0.0,8.4887,0.0,7.3721,4.5671,4.0392,6.2482,0.0,4.5789,6.9091,6.8953,0.0,2.147,1.6154,2.9139999999999997,0.0,0.0,4.9015,4.2631,7.2473,9.0203,6.4064,6.5652,6.9243,5.9531,0.0,1.7562,0.0,3.8933,0.0,5.8870000000000005,4.4394,1.6627,6.1092,3.1595,0.0,6.159,2.3016,4.8265,4.5832,5.3239,4.766,0.70576,5.865,4.5728,4.3148,5.723,5.544,6.2739,4.6247,1.0
cy79-p4-CD45-neg-PDL1-pos-B12-S408-comb,7.2137,10.786,0.0,0.0,9.0641,8.2081,6.9293,7.146,0.0,0.0,5.0794,2.708,8.3759,5.9149,5.8639,9.7827,6.81,3.925,6.5821,7.8176,5.4524,1.7281,4.4395,6.4095,5.8749,8.2216,5.1816,4.7389,0.0,10.1,5.8447,6.7202,8.5781,0.0,2.7077,0.0,4.5323,0.0,5.0173,0.0,0.0,3.3516,0.0,4.0627,0.0,4.4779,3.8697,3.2937,5.7196,3.1991,0.0,0.0,5.4546,4.9786,4.7071,0.0,0.0,0.0,4.5905,1.0
cy82-CD45-pos-3-H12-S96-comb,9.0723,0.0,0.0,5.9805,10.482999999999999,5.6397,0.0,3.1079,2.2324,5.54,3.179,2.8205,0.0,0.0,4.54,9.0495,7.8279,0.0,3.2863,0.0,2.778,1.4636,4.5596,6.5023,3.3261,4.2353,4.9655,5.4243,4.5917,7.1714,4.114,0.0,6.6027,4.7727,3.8539,0.0,0.0,5.6508,5.6716,6.3762,5.2146,6.3776,5.2864,7.2733,0.0,5.3759,4.301,4.6703,2.2845,5.5461,0.0,5.8211,0.0,3.5756,5.909,3.9814,3.0161,3.3052,4.22,1.0
cy79-p5-CD45-neg-PDL1-neg-H11-S863-comb,4.5192,10.843,0.0,0.0,6.3951,7.1031,6.0307,6.8839,0.0,6.7474,3.0463,6.5208,8.9068,3.4351,6.6223,6.3261,8.6436,3.8405,4.0335,7.806,4.6716,0.60122,7.2973,7.1739999999999995,6.1328,7.313,3.8738,1.4292,5.2223,8.2082,0.0,7.6765,9.0572,6.2695,1.696,0.0,4.4565,5.0551,3.2677,5.6182,2.3685,0.0,0.0,0.0,3.6457,3.4586,4.7224,3.5495,5.9992,0.0,6.0889999999999995,0.0,4.7845,4.9699,0.21164000000000002,0.0,5.6288,6.1294,5.7809,1.0
cy79-p5-CD45-neg-PDL1-neg-D02-S806-comb,8.2839,5.9712,0.0,0.0,9.2831,9.3664,6.9298,3.9126,0.0,9.2989,5.9234,0.0,7.2431,0.0,6.3942,9.5642,2.8926,4.0007,0.0,6.706,7.5812,3.4078,0.0,0.0,5.1648,6.2347,0.0,0.0,8.017999999999999,10.728,0.0,1.854,4.5785,8.1843,5.8839,0.0,2.8734,0.0,5.8015,0.0,5.5772,2.9951,5.2133,0.0,2.4581,4.3045,3.5302,0.0,5.562,5.5393,0.0,0.0,2.2345,6.335,2.7325,0.0,0.0,4.2887,6.2258,1.0
cy79-p5-CD45-neg-PDL1-neg-B07-S787-comb,9.2749,10.41,0.0,0.0,10.331,8.1402,5.2032,6.8398,0.0,6.8672,2.3386,5.7182,8.9418,4.4712,6.0097,9.0475,8.3154,4.1458,8.0438,7.4244,6.8873,0.38626,0.0,5.9857,6.8712,7.3089,4.8023,4.7021,0.0,10.332,0.0,4.6537,8.0847,5.6075,7.2537,0.0,5.1637,4.4014,5.6565,3.7365,4.2714,5.0099,0.0,0.0,2.5929,0.0,5.0919,4.2642,5.6064,3.4929,0.0,0.0,0.0,5.8874,6.2703,0.0,4.2332,3.6419,7.0306,1.0
cy79-p4-CD45-neg-PDL1-pos-F01-S445-comb,5.0665,10.952,2.0721,0.0,8.4467,8.2439,6.5609,7.098,4.8245,6.6918,6.0168,5.7095,8.6501,2.7229,6.5322,8.3458,5.6666,3.878,0.0,6.8466,6.2742,5.0935,4.581,3.0282,6.4425,6.8062,5.2566,0.0,1.9902,8.0944,0.0,7.1895,7.5657,7.1601,5.2793,0.0,5.0435,2.6855,3.4289,0.0,3.3908,4.0451,1.9195,1.742,2.6381,2.6485,4.3708,4.6769,5.2605,0.0,0.0,6.9207,5.4194,5.114,0.3115,0.0,3.9977,4.354,3.4611,1.0
cy82-CD45-pos-1-H12-S576-comb,9.5523,0.0,0.0,5.7772,11.363,5.6209,0.0,0.0,0.0,6.9437,0.0,2.373,0.0,3.1339,5.7056,9.18,6.0966,0.0,2.8164,0.0,4.1002,3.6596,7.2253,6.6185,3.2168,0.0,6.7301,4.5041,3.9348,7.5157,4.2477,3.2808,7.6766,6.4154,3.497,0.0,4.2724,3.2231,6.0247,5.0718,4.8839999999999995,5.4451,6.3689,8.4606,4.8313,6.8247,5.1678,3.9964,0.0,5.6356,0.0,7.1557,0.0,3.6643,4.8785,5.0709,2.5580000000000003,3.3474,5.5275,1.0
cy81-FNA-CD45-neg-D12-S1008-comb,7.4619,0.0,0.0,7.08,6.2922,7.3465,0.0,1.6512,0.0,0.0,0.0,4.9066,0.0,2.278,4.4838,6.7108,5.4733,5.6796,0.0,0.0,4.5483,7.489,6.0867,4.2354,2.7557,1.1564,3.3297,5.6984,0.0,7.9117,4.796,1.5105,5.6845,2.679,0.5300699999999999,0.0,2.2714,3.6475,4.3403,2.1316,0.0,6.0207,4.2929,2.6149,4.2374,0.0,1.2624,4.071000000000001,0.0,6.0373,0.0,0.0,0.0,5.025,6.1712,4.8358,2.2887,5.2688,6.1353,1.0
cy79-p5-CD45-neg-PDL1-neg-A08-S776-comb,7.3157,11.524000000000001,0.0,0.0,8.641,6.5919,8.1069,5.9105,4.3839999999999995,6.0115,3.6526,6.5866,8.7004,1.5888,5.6871,7.7402,3.9338,2.8104,6.8594,8.3048,6.0093,2.9471,0.0,4.5397,6.8143,7.2019,0.64247,5.6328,0.0,8.6975,0.0,7.3206,6.8657,5.4924,6.3967,0.0,5.1935,4.0355,1.715,0.0,3.6116,0.0,2.4751,0.0,6.1159,4.0032,4.5209,4.6108,5.5737,0.0,3.7083,0.0,4.4746,4.1341,0.0,0.0,2.8764,0.0,2.8602,1.0
cy79-p4-CD45-neg-PDL1-neg-G02-S1130-comb,8.4958,10.131,0.0,0.0,9.2027,7.6067,5.2128,5.539,0.0,5.004,0.64155,5.0479,7.8533,0.0,6.2552,8.2695,6.4691,0.0,7.8260000000000005,8.6021,6.6553,0.37295,5.1247,4.7735,2.4877,6.3175,5.7432,0.0,0.0,8.9373,4.1169,5.4341,7.5662,2.7710000000000004,4.0421,0.0,5.8432,3.9085,0.0,0.0,6.3965,3.3618,2.6531,3.6191,4.9732,3.4756,5.8802,0.0,5.3499,4.5358,0.0,5.5364,0.0,6.6773,0.0,0.0,0.0,4.298,5.525,1.0
cy79-p5-CD45-neg-PDL1-pos-C05-S701-comb,0.0,11.624,2.9662,0.0,7.4346,7.271,6.6028,6.6575,2.2624,4.7954,5.7942,5.3784,7.2832,0.0,5.8616,4.8025,6.9532,0.0,7.3821,6.7584,3.7086,3.5777,4.7497,6.1838,7.3689,7.6233,5.0161,4.0607,0.0,6.5801,0.0,6.57,8.1529,3.4801,3.3656,0.0,3.8029,0.0,4.7196,0.0,4.4633,2.6409,3.2714,0.0,4.4127,4.6712,2.6236,0.0,6.1172,2.4828,5.0902,0.0,0.0,3.9034,0.0,0.0,4.9136,0.0,3.8079,1.0
cy82-CD45-pos-3-A08-S8-comb,9.1839,0.0,0.0,4.3255,9.2678,5.6376,0.0,0.0,0.0,7.0892,0.0,5.3957,0.0,0.0,6.7009,8.3799,5.609,3.0742,0.0,0.0,2.0562,1.6159,7.0855,5.2824,0.0,0.0,6.8057,6.1468,0.0,7.1858,2.4649,0.0,8.6403,4.9322,0.0,0.0,0.0,5.1677,6.4485,5.2606,6.0256,6.4407,6.7262,6.7881,4.3544,6.1969,0.0,3.5495,2.7394,6.1277,0.99059,0.0,0.0,3.3237,5.4933,4.6474,0.0,2.8756,6.1418,1.0
cy81-FNA-CD45-neg-E08-S1016-comb,5.8549,0.0,0.0,7.4653,4.1848,6.4885,0.0,0.0,0.0,2.2759,1.6942,4.3979,0.0,2.5797,5.2482,5.3182,5.6475,6.6783,2.2916,2.7011,4.5717,8.8541,5.7626,4.248,1.8707,4.2376,2.3735,6.7889,1.2284,7.0355,6.7755,0.0,6.0612,4.948,0.0,0.0,3.7387,2.1454,3.6999,5.5269,0.0,4.8635,4.0025,0.0,5.3363,0.0,2.2169,2.237,0.0,6.0165,0.0,0.0,0.0,4.9468,4.6439,4.4781,1.5666,5.2746,4.6191,1.0
cy79-p5-CD45-neg-PDL1-pos-E01-S721-comb,9.6292,9.2466,0.0,0.0,9.8722,7.9567,5.5411,7.6808,0.0,6.3771,5.3147,6.825,7.5613,0.0,7.5061,9.187000000000001,7.6141,2.6574,8.1281,7.6401,5.6685,0.0,4.8966,5.6303,4.8994,6.6226,6.2624,3.5439,4.0359,8.7144,6.504,6.0919,8.8067,7.9131,2.4284,0.0,5.4968,6.6848,5.3709,4.0565,5.5746,3.8337,5.5596,3.6893,4.9,5.2541,3.4322,0.0,4.6786,6.3144,3.1917,4.3927,5.9281,6.9045,0.0,0.0,0.0,3.9686,4.9779,1.0
cy81-Bulk-CD45-neg-H07-S187-comb,6.6727,0.32539,0.0,8.8854,4.5261,6.9598,0.0,0.0,0.0,6.1494,0.0,6.7179,0.0,3.5362,4.3614,5.4253,2.4035,5.7597,2.5734,1.8906,5.1467,7.0641,8.2403,3.588,2.1352,0.50589,6.0637,6.5236,3.4561,7.4745,6.0384,0.69421,8.3665,3.4197,0.0,0.0,0.0,5.0307,3.2945,0.0,0.0,5.6706,6.2066,0.0,5.7679,1.7277,1.8671,1.54,0.0,5.971,0.0,0.0,0.0,4.1912,1.8627,4.6913,2.7375,4.9444,5.9404,1.0
cy79-p4-CD45-neg-PDL1-neg-A10-S1066-comb,8.7311,9.8054,0.0,0.0,8.9286,7.0636,6.3917,6.4922,0.0,4.7637,4.8825,5.5838,7.5848,5.482,7.688,8.2603,7.5652,5.4613,6.8674,7.4325,5.8769,0.0,6.5359,6.5006,4.401,6.2860000000000005,6.5436,0.0,0.0,9.9215,0.0,6.4481,7.8735,4.1467,4.9273,0.0,5.0788,4.7115,5.4685,5.6737,6.1707,4.5073,5.1398,4.5509,4.0691,0.0,5.5607,4.6363,6.2629,0.0,0.0,0.0,1.2564,5.4027,6.2218,0.0,2.8566,4.7025,0.0,1.0
cy79-p4-CD45-neg-PDL1-pos-G10-S466-comb,5.3505,9.2383,0.0,0.0,7.877999999999999,9.2308,7.8862,0.0,0.0,3.7084,5.5809,6.2914,0.0,0.0,8.2088,8.241,4.7556,0.0,0.0,2.5306,8.6721,5.6993,5.2541,1.4415,0.0,8.0374,6.3279,0.0,6.0096,8.8674,0.0,1.3863,8.2952,7.9043,4.1895,0.0,4.7131,4.6272,6.2429,4.548,5.4324,7.7277,7.289,0.0,0.0,0.0,4.579,0.0,3.6586,4.1431,0.0,9.5089,0.0,3.2386,0.0,0.0,3.9064,0.0,4.0655,1.0
cy81-FNA-CD45-neg-E01-S1009-comb,7.8446,0.0,0.0,7.6873,2.4233,6.529,0.0,0.0,0.0,0.0,0.0,5.003,0.0,2.987,5.5851,6.0934,5.5493,6.71,0.0,0.0,7.084,9.121,6.2772,2.9721,1.3454,2.9003,3.6006,6.981,0.0,9.2766,5.9531,0.0,4.6662,4.363,0.21785,0.0,1.7782,1.5346,3.5586,0.0,0.0,5.952999999999999,5.1503,0.0,6.9547,0.0,4.0043,0.0,0.0,7.2815,0.0,0.0,0.0,4.9499,3.3274,4.7816,2.8478,5.1065,4.9585,1.0
cy79-p5-CD45-neg-PDL1-pos-G06-S750-comb,9.2686,9.4758,0.0,0.0,10.639000000000001,8.4852,5.7764,6.4204,0.0,7.581,6.1426,3.6997,7.705,0.0,4.5093,9.166,4.4478,1.2827,0.0,5.2724,6.4917,0.44042,0.51602,1.0915,5.4747,7.6518,3.6334,3.6598,4.1426,8.9971,0.0,5.7332,7.0449,7.3794,2.8278,0.0,6.9415,4.2951,0.0,3.5328,3.8548,5.7223,0.0,3.1752,0.0,4.067,0.9107299999999999,5.1504,5.7687,0.0,0.0,6.3481,6.9017,6.0146,0.0,0.0,0.0,0.0,2.9842,1.0
cy81-FNA-CD45-neg-F01-S1021-comb,3.9706,0.0,3.7076,6.3165,2.406,5.8474,0.0,0.0,0.0,3.1892,2.5632,3.2068,0.0,2.6081,3.4781,4.695,2.5326,6.3136,4.5289,5.9308,4.5852,5.9006,5.2724,4.3809,4.5938,4.5128,2.0279,3.5489,1.5385,6.3532,4.1911,0.0,4.7742,4.6891,0.0,0.0,0.0,5.4025,4.683,3.6574,0.0,0.84077,2.4634,0.0,3.8837,0.0,3.4651,4.0291,1.848,4.9448,0.0,0.0,0.0,3.2089999999999996,2.1447,1.4792,3.8516,5.4879999999999995,5.7583,1.0
