,PMEL,SERPINA3,TMSB4X,IFITM1,APOD,MIA,SPP1,DCT,IFI27,CD74,A2M,MT2A,DUSP1,ANXA1,APOC2,FOS,SERPINE2,IGFBP7,TM4SF1,CAPN3,group
CY88_3_A02_S578_comb,2.5886,0.0,0.0,0.0,8.8649,4.1649,0.0,0.86156,0.0,4.7417,4.8038,4.7993,0.0,0.0,0.0,6.2319,6.08,0.0,0.0,6.1491,2.0
CY88_3_B08_S596_comb,10.146,0.0,0.0,0.0,6.8375,5.2071,0.0,7.0867,0.0,4.4318,5.376,3.6811,2.1953,0.0,0.0,5.9416,5.516,0.0,0.0,6.0722,2.0
CY88_3_G03_S651_comb,10.216000000000001,0.0,0.0,0.0,8.2712,5.4011,6.313,6.6585,0.0,0.0,4.6842,2.8899,0.0,0.0,0.0,6.7589,6.6625,0.0,0.0,5.8653,2.0
CY88_3_H08_S668_comb,10.685,0.0,0.0,0.0,8.1009,5.0637,5.6865,6.7728,0.0,3.6915,4.5982,5.0098,0.0,0.0,0.0,6.6762,6.7177,0.0,0.0,5.276,2.0
CY88_5_A05_S677_comb,10.873,0.0,2.5768,0.0,7.5889999999999995,5.1713,0.0,6.7071,0.0,3.0971,5.3288,2.0451,4.2226,0.0,0.0,6.2957,4.9655,0.0,0.0,5.801,2.0
CY88_3_B09_S597_comb,8.4287,0.0,0.0,0.0,11.287,5.2968,6.0825,5.593999999999999,0.0,4.7442,3.7724,2.7978,3.7515,0.0,0.0,6.7968,7.6848,0.0,0.0,4.9216,2.0
CY88_5_C01_S697_comb,10.788,0.0,0.0,0.0,8.6214,4.7322,0.0,7.3116,0.0,0.0,5.7055,3.8809,0.0,0.0,0.0,3.9407,6.7521,0.0,0.0,5.5127,2.0
CY88_3_E02_S626_comb,9.4061,0.0,3.0289,0.0,10.715,2.875,0.0,5.4756,0.0,5.7359,5.6265,3.4856,0.0,0.0,0.0,7.1727,7.9723,0.0,0.0,6.0361,2.0
CY88_3_A12_S588_comb,2.7297,0.0,0.0,0.0,5.8045,5.4793,0.0,0.0,0.0,4.9559,0.0,4.0092,0.0,0.0,0.0,0.0,4.968,0.0,0.0,4.7989,2.0
CY88_5_G02_S746_comb,8.3165,0.0,1.7176,0.0,9.8977,6.0509,0.0,7.5579,0.0,2.8836,5.4061,5.0937,5.1187,0.0,0.0,7.3004,7.3921,0.0,0.0,7.8294,2.0
CY88_3_G05_S653_comb,10.624,0.0,0.0,0.0,6.4195,4.2243,5.0395,6.3228,0.0,0.0,3.5895,5.1699,0.0,0.0,0.0,6.6371,5.9268,0.0,0.0,4.1982,2.0
CY88_3_E07_S631_comb,10.648,0.0,0.0,0.0,7.4527,3.5016,3.5756,6.8637,0.0,3.7397,5.7636,4.2669999999999995,4.6155,0.0,2.7672,6.6877,4.5683,0.0,0.0,7.1305,2.0
CY88_3_A08_S584_comb,8.5456,0.0,0.0,0.0,8.6724,0.0,0.68975,3.8828,0.0,4.0949,0.0,0.0,3.2508,3.7613,0.0,6.2886,5.8548,0.0,0.0,4.9937,2.0
CY88_3_C06_S606_comb,2.61,0.0,5.1999,0.0,6.7579,4.4293,0.0,0.0,0.0,0.0,3.4295,4.0643,0.0,0.0,0.0,7.354,6.8168,0.0,0.0,7.7805,2.0
CY88_3_F11_S647_comb,10.612,0.0,0.0,0.0,8.0404,4.8754,0.0,5.6256,0.0,2.9756,4.3903,6.5087,0.0,0.0,0.0,6.1218,6.2410000000000005,0.0,0.0,6.3361,2.0
CY88_5_A06_S678_comb,10.497,0.0,0.0,0.0,5.5031,4.2769,0.0,6.7055,0.0,3.7707,4.3758,5.86,1.7677,0.0,0.0,7.2423,4.7959,0.0,0.0,6.6959,2.0
CY88_3_A11_S587_comb,10.718,0.0,2.4748,2.1496,3.9247,4.4742,6.9471,6.5685,0.0,4.6109,5.0969,2.5751,0.0,0.0,0.0,5.9687,4.1569,0.0,0.0,6.6081,2.0
CY88_3_F10_S646_comb,9.2507,0.0,0.0,0.0,7.4231,5.1729,0.0,7.0672,0.0,0.0,4.0866,2.3843,0.0,0.0,0.0,7.417000000000001,6.5561,0.0,0.0,6.6594,2.0
CY88_3_G12_S660_comb,10.799000000000001,0.0,0.0,0.0,9.1642,2.7148,0.0,3.5957,0.0,2.4502,4.1233,1.7519,0.0,0.0,0.0,7.8595,7.1967,0.0,0.0,3.7743,2.0
CY88_5_H04_S760_comb,9.9087,0.0,1.46,0.0,8.5456,2.9942,0.0,6.6986,0.0,0.0,5.1134,3.2396,0.0,0.0,0.0,5.8577,6.2058,0.0,0.0,7.4304,2.0
CY88_3_G01_S649_comb,3.1957,0.0,0.0,0.0,11.333,0.0,0.0,0.7346600000000001,0.0,5.4673,6.5349,4.9979,0.0,0.0,0.0,6.3289,6.5498,0.0,0.0,4.7129,2.0
CY88_5_F03_S735_comb,11.757,0.0,0.0,0.0,7.5929,5.4124,0.0,6.5504,0.0,4.1313,4.9549,2.7495,0.0,0.0,0.0,5.3421,5.1572,0.0,0.0,5.7384,2.0
CY88_5_A03_S675_comb,10.835,0.0,0.0,0.0,6.332999999999999,4.3947,0.0,6.8535,0.0,4.4451,4.2854,0.0,0.0,0.0,0.0,7.4041,4.7583,0.0,0.0,4.677,2.0
CY88_5_F06_S738_comb,10.202,0.0,0.0,0.0,7.6078,4.1135,0.0,7.1664,0.0,1.0405,5.274,4.5945,4.4505,0.0,0.0,7.8674,7.6367,0.0,0.0,7.9983,2.0
CY88_5_H06_S762_comb,9.179,0.0,0.0,0.0,7.971,5.5364,0.0,5.3596,0.0,3.0489,4.0617,4.0667,0.0,0.0,0.0,5.7267,6.5675,0.0,0.0,5.9396,2.0
CY88_3_F09_S645_comb,8.2984,0.0,0.0,0.0,7.5528,4.5947,0.0,6.4196,0.0,3.3192,6.0875,3.1445,0.0,0.0,3.0254,6.5278,6.6729,0.0,0.0,6.3288,2.0
CY88_5_A12_S684_comb,8.5161,0.0,4.2107,0.0,8.763,4.0325,0.0,6.6555,0.0,0.0,3.6212,3.5601,0.0,0.0,0.0,4.9792,7.082000000000001,0.0,0.0,6.7711,2.0
CY88_3_G10_S658_comb,9.12,0.0,0.0,0.0,7.8915,4.3653,0.0,4.9904,0.0,4.0008,4.1526,4.7858,0.0,0.0,0.0,6.86,6.132999999999999,0.0,0.0,6.1182,2.0
CY88_3_D11_S623_comb,3.623,0.0,0.0,0.0,10.373,3.7524,0.0,3.0054,0.0,0.34142,7.8885,4.6918,4.4201,0.0,0.0,5.6782,7.8729,0.0,0.0,5.7264,2.0
CY88_3_H04_S664_comb,10.558,0.0,0.60027,0.0,7.6526,5.7079,4.3151,5.9463,0.0,2.338,3.2710000000000004,2.9292,0.0,0.0,0.0,4.1541,5.4235,0.0,0.0,6.0538,2.0
CY88_5_B02_S686_comb,10.434000000000001,0.0,0.0,0.0,7.9649,1.7463,0.0,4.9836,0.0,3.2428,2.5408,3.3017,0.0,0.0,0.0,6.5,6.2284,0.0,0.0,6.779,2.0
CY88_3_F06_S642_comb,10.413,0.0,0.0,0.0,6.5314,4.5063,0.0,6.6425,0.0,0.0,0.0,3.803,0.0,0.0,0.0,7.2147,4.5952,0.0,0.0,7.9308,2.0
CY88_3_D05_S617_comb,6.0486,0.0,0.0,0.0,9.5079,4.2464,0.0,2.1991,0.0,0.0,4.0813,0.0,0.9335700000000001,0.0,0.0,7.0179,7.2267,0.0,0.0,7.7664,2.0
CY88_5_A07_S679_comb,10.244000000000002,0.0,0.0,0.0,5.7088,3.3316,0.91686,7.2277,0.0,3.4803,5.3764,4.0891,0.0,0.0,0.0,2.9042,4.3188,0.0,0.0,7.0216,2.0
CY88_5_A09_S681_comb,11.113,0.0,0.0,0.0,7.7362,7.268,0.0,6.6796,0.0,0.0,4.3781,5.4121,0.0,0.0,0.0,5.5224,7.2446,0.0,0.0,6.944,2.0
CY88_3_A05_S581_comb,9.3228,0.0,0.0,0.0,10.267999999999999,4.4414,0.0,5.1292,0.0,4.5799,5.2016,4.3949,0.0,0.0,0.0,5.8042,7.0562,0.0,0.0,5.8968,2.0
CY88_3_E08_S632_comb,9.2172,0.0,2.1805,0.0,8.6815,3.338,0.0,4.2334,2.9674,3.5539,5.4172,5.1706,0.0,0.0,0.0,7.818,7.2344,0.0,0.0,6.6093,2.0
CY88_3_F08_S644_comb,9.7967,0.0,0.0,0.0,9.2681,0.0,0.0,5.9076,0.0,3.553,2.4327,0.0,0.0,0.0,0.0,7.3734,5.2471,0.0,0.0,5.4363,2.0
CY88_5_D12_S720_comb,10.748,0.0,0.0,0.0,8.0743,5.8727,0.0,5.1791,0.0,3.565,3.6034,5.0208,3.9958,0.0,0.0,6.9793,6.3003,0.0,0.0,6.7292,2.0
CY88_5_B08_S692_comb,6.6149,0.0,3.7305,5.4368,10.72,3.97,0.0,5.7613,0.0,2.9405,5.369,3.8061,3.7434,0.36625,0.0,3.9239,8.1234,3.8475,0.0,7.0607,2.0
CY88_5_E11_S731_comb,10.968,0.0,0.0,0.0,7.1902,4.3817,5.0194,5.1638,0.0,2.7478,3.862,6.4005,3.1919,0.0,0.0,5.7065,4.5082,0.0,0.0,7.7503,2.0
CY88_3_A04_S580_comb,9.02,0.0,0.0,0.0,8.5292,4.9382,4.6043,5.1889,0.0,5.1477,5.5039,3.8048,0.0,0.0,0.0,7.3017,7.7675,0.0,0.0,6.2002,2.0
CY88_5_G08_S752_comb,10.327,0.0,0.0,0.0,8.0071,4.194,3.9794,6.0383,0.0,5.0075,4.3723,6.2772,4.9426,0.0,0.0,7.8173,6.9187,0.0,0.0,6.6797,2.0
CY88_5_C11_S707_comb,9.6615,0.0,0.0,0.0,8.2312,4.7793,0.0,5.605,0.0,3.1661,4.7081,3.4515,2.2366,0.0,0.0,6.7402,6.0484,0.0,0.0,6.1762,2.0
CY88_5_A10_S682_comb,10.279000000000002,0.0,0.0,0.0,7.2487,5.9949,3.0937,6.3622,0.0,4.5862,6.287000000000001,5.4606,5.9728,0.0,0.0,7.7455,5.8346,0.0,0.0,6.4469,2.0
CY88_5_D04_S712_comb,8.5332,0.0,0.0,0.0,8.2153,4.1792,0.0,6.5112,0.0,4.7195,3.9873,3.8021,5.5193,0.0,0.0,6.9567,7.5461,0.0,0.0,5.5413,2.0
CY88_5_B04_S688_comb,10.057,0.0,2.2624,0.0,8.5479,6.4382,3.9042,6.0443,0.0,0.0,3.7373,5.3864,3.9382,0.0,0.0,4.9461,6.9298,0.0,0.0,7.0592,2.0
CY88_3_H03_S663_comb,4.7279,0.0,0.0,0.0,8.4815,4.988,0.0,2.8584,0.0,0.0,1.8918,0.0,0.0,0.0,0.0,8.7776,5.7191,0.0,0.0,0.0,2.0
CY88_5_G12_S756_comb,11.087,0.0,0.0,0.0,7.9983,6.9741,3.1225,6.2613,0.0,4.8887,0.0,3.8966,0.42223,0.0,0.0,7.6691,6.5151,0.0,0.0,7.2852,2.0
CY88_5_C07_S703_comb,10.141,0.0,1.0335,0.0,7.1865,4.4676,6.3876,6.5228,0.0,1.5465,2.6365,0.0,4.1257,0.0,0.0,5.7869,5.9614,0.0,0.0,5.8599,2.0
CY88_5_H01_S757_comb,9.8615,0.0,2.3454,0.0,9.7226,3.2211,0.0,4.8021,0.0,4.8353,5.4479,6.3571,2.8162,0.0,0.0,5.2218,6.1538,0.0,0.0,6.0027,2.0
CY88_5_E08_S728_comb,10.392999999999999,0.0,3.4735,0.0,8.3856,4.7427,4.7594,7.2275,0.0,3.513,0.6852699999999999,3.7256,0.0,0.0,0.0,6.9627,5.4347,0.0,0.0,3.7060000000000004,2.0
CY88_5_C04_S700_comb,10.023,0.0,0.0,0.0,8.9262,1.1840000000000002,2.3805,5.8717,0.0,0.0,6.3884,3.7998,4.1906,0.0,0.0,5.1966,6.7712,0.0,0.0,4.6016,2.0
CY88_5_C10_S706_comb,9.5047,0.0,0.0,0.0,6.8144,4.3651,6.4854,4.8705,0.0,0.0,5.7066,9.0806,0.0,0.0,0.0,7.5353,6.6599,0.0,0.0,6.1405,2.0
CY88_5_B05_S689_comb,8.4318,0.0,6.5232,0.0,8.6523,5.6503,2.6171,3.8315,0.0,6.2988,6.7686,0.0,7.5663,0.0,0.0,9.3375,6.6264,0.0,0.0,0.0,2.0
CY88_3_E06_S630_comb,10.651,0.0,0.0,0.0,7.2989,3.3455,0.0,6.0461,0.0,5.0203,6.0147,2.4152,3.9189,0.0,0.0,6.8976,5.922999999999999,0.0,0.0,6.7085,2.0
CY88_3_A01_S577_comb,8.276,0.0,0.0,0.0,10.047,5.0128,0.0,5.4548,0.0,4.3949,2.2854,4.1308,0.0,0.0,0.0,5.2724,5.9625,0.0,0.0,6.5556,2.0
CY88_5_H11_S767_comb,10.847000000000001,0.0,0.0,0.0,7.4565,5.1827,0.0,6.8392,0.0,2.9321,3.6353,3.4152,0.96199,0.0,0.0,6.6762,4.5616,0.0,0.0,6.4568,2.0
CY88_5_E10_S730_comb,9.5963,0.0,0.0,0.0,9.2011,3.6802,0.0,4.2198,0.0,3.2046,4.1422,1.6736,4.0269,0.0,0.0,7.7855,7.1872,0.0,0.0,6.212000000000001,2.0
CY88_5_G11_S755_comb,6.223,0.0,0.0,0.0,7.1708,5.0532,0.0,0.0,0.0,0.0,4.1972,4.921,0.0,0.0,0.0,0.0,5.6954,0.0,0.0,6.1259,2.0
CY88_5_D01_S709_comb,10.296,0.0,0.0,0.0,6.8629,5.7841,0.0,5.3139,0.0,0.0,3.5685,5.5637,0.0,0.0,0.0,4.5441,6.8215,0.0,0.0,5.8273,2.0
CY88_3_G04_S652_comb,9.6936,0.0,0.0,0.0,7.8448,4.9961,0.0,6.0189,0.0,4.6326,4.7817,3.4675,2.9633,0.0,0.0,6.6431,6.0089999999999995,0.0,0.0,6.7111,2.0
CY88_5_H07_S763_comb,10.956,0.0,0.0,0.0,6.3755,3.7343,0.0,7.1046,0.0,2.7662,5.3076,4.6282,0.0,0.0,0.0,6.2089,6.4022,0.0,0.0,6.5638,2.0
CY88_3_F04_S640_comb,9.9852,0.0,0.0,0.0,10.789000000000001,3.2144,0.0,7.0256,0.0,2.3724,4.0377,5.5487,1.8639,0.0,0.0,8.301,6.5182,0.0,0.0,6.2357,2.0
CY88_5_G10_S754_comb,5.0839,0.0,0.0,0.0,9.8927,1.9756,3.3041,0.0,0.0,4.151,3.1,0.0,0.0,0.0,0.0,7.0283,6.3361,0.0,0.0,7.1052,2.0
CY88_5_C03_S699_comb,9.8015,0.0,0.0,0.0,7.7747,0.0,0.0,7.4275,0.0,2.1702,3.0583,4.5539,0.0,0.0,0.0,5.2396,5.2666,0.0,0.0,9.1318,2.0
CY88_3_E11_S635_comb,9.6716,0.0,2.2845,0.0,7.6916,4.9846,0.0,6.9741,0.0,4.1873,2.803,4.4588,4.687,0.0,0.0,3.8433,5.727,0.0,0.0,7.1939,2.0
CY88_5_F10_S742_comb,8.8863,0.0,0.0,0.0,5.8312,3.9119,5.1109,0.74674,0.0,0.0,3.6805,5.5095,0.0,0.0,0.0,7.1058,8.035,0.0,0.0,5.6212,2.0
CY88_5_B09_S693_comb,8.8368,0.0,0.0,0.0,10.309000000000001,5.3914,0.0,5.0368,0.0,2.5301,5.0841,2.7491,3.4038,0.0,0.0,6.1308,7.2671,0.0,0.0,6.3387,2.0
CY88_3_G06_S654_comb,10.770999999999999,0.0,3.7015,0.0,8.3866,1.7557,6.641,6.0422,0.0,3.4731,1.1985,4.5726,0.32769000000000004,0.0,0.0,6.0625,6.8349,0.0,0.0,6.8711,2.0
CY89A_CD45_POS_10_A07_S199_comb,0.0,0.0,10.029,8.092,0.0,0.0,0.0,0.0,0.0,7.9184,0.0,0.0,5.3354,0.9869600000000001,1.5772,0.0,0.0,0.0,0.0,0.0,2.0
CY89NEG_E07_S55_comb,11.497,0.0,0.0,4.5442,6.5118,4.4404,0.0,5.8831,5.8611,0.0,2.8377,8.3242,3.747,4.5707,1.8419999999999999,6.22,6.5377,0.0,0.0,0.0,2.0
CY89CORE11_G02_S170_comb,11.087,0.0,0.0,6.059,5.8209,6.4357,0.0,6.9991,0.0,0.0,0.0,8.4443,4.0882,4.5044,2.4348,5.9568,5.891,0.0,0.0,0.15186,2.0
CY89CORE11_A11_S107_comb,11.572000000000001,0.0,0.0,4.6246,7.144,5.4466,4.3119,6.1721,4.8617,0.0,2.5375,8.2655,0.0,5.9237,0.0,3.0277,7.7207,0.0,0.0,2.2479,2.0
CY89CORE11_F05_S161_comb,9.9539,0.0,0.0,6.8608,2.3488,4.6394,0.0,6.5616,4.2665,0.0,0.42761000000000005,9.4788,0.0,5.1719,0.0,0.46258,6.3728,0.0,0.0,1.7044,2.0
CY89NEG_C03_S27_comb,11.942,0.0,0.0,0.0,6.4738,0.0,5.3766,7.4156,0.0,0.0,0.0,9.2463,2.9015,0.0,0.0,4.3146,5.9885,0.0,0.0,2.3665,2.0
CY89CORE11_B10_S118_comb,10.98,0.0,0.0,0.0,8.1405,4.7576,0.0,6.0704,5.3082,0.0,4.0247,7.8921,0.0,5.34,1.7790000000000001,0.0,7.507999999999999,0.0,0.0,2.6683,2.0
CY89NEG_B03_S15_comb,9.8759,0.0,0.0,5.7424,3.9088,3.0206,0.0,6.3677,0.0,0.0,0.0,7.9027,0.0,4.488,0.0,4.0569999999999995,6.8238,0.0,0.0,0.6397,2.0
CY89NEG_G01_S73_comb,10.612,0.0,0.0,6.6964,0.0,5.351,0.0,7.2466,2.4136,0.0,0.0,6.9587,0.0,0.0,0.0,2.4772,6.1487,0.0,0.0,6.3274,2.0
CY89FNAQ2_F06_S450_comb,10.537,0.0,0.0,5.112,4.4108,5.3221,4.8366,7.2644,0.0,0.0,1.113,7.2373,0.0,3.7465,0.0,3.2888,6.7714,0.0,0.0,2.737,2.0
CY89CORE11_A04_S100_comb,9.9705,0.0,0.0,7.3368,5.3258,5.7515,4.6681,4.2807,1.4947,0.0,0.0,9.1971,0.0,6.9918,2.8789,4.1076,7.5739,0.0,0.0,0.0,2.0
CY89NEG_H11_S95_comb,9.4413,0.0,3.4849,5.9612,5.7084,5.4121,4.2095,5.2073,0.0,0.0,0.57628,7.9123,4.4265,5.6294,0.0,4.9662,7.9603,0.0,0.0,0.0,2.0
CY89NEG_F05_S65_comb,11.165,0.0,4.0851,6.4046,5.4763,5.3504,2.3288,8.3581,0.0,0.0,0.0,7.1548,0.0,0.0,0.0,0.0,5.778,0.0,0.0,4.2978,2.0
CY89NEG_F07_S67_comb,0.0,0.0,0.0,0.0,4.8611,4.2615,0.0,0.0,0.0,0.0,0.0,6.9694,0.0,7.1146,0.0,4.9081,6.2007,0.0,0.0,3.0309,2.0
CY89CORE11_E10_S154_comb,9.8837,0.0,0.0,5.612,4.6445,5.9910000000000005,6.2084,6.7394,0.0,0.0,0.0,6.9784,3.5601,7.7939,0.0,7.1773,7.5321,0.0,0.0,0.0,2.0
CY89NEG_E06_S54_comb,9.4046,0.0,0.0,1.3791,5.3273,5.7025,0.0,7.3448,0.0,0.0,0.0,5.4869,5.7328,0.0,0.0,5.6614,8.0577,0.0,0.0,2.9224,2.0
CY89FNAQ2_G07_S463_comb,11.734000000000002,0.0,0.0,3.6032,7.5496,5.7603,5.1886,7.7718,3.1318,0.0,2.7463,6.5704,2.5185,4.3784,3.4101,0.43723,7.2018,3.2878,0.0,4.4036,2.0
CY89CORE11_B04_S112_comb,10.232000000000001,0.0,0.0,5.5895,2.8924,6.1093,0.0,7.7715,4.2377,6.3402,0.0,7.8025,3.9695,3.7594,0.0,7.0438,6.5165,0.0,0.0,0.0,2.0
CY89CORE11_A05_S101_comb,7.5914,0.0,0.0,4.0947,8.1361,7.1597,4.3063,6.6708,0.0,0.0,4.0912,6.835,1.5922,7.0983,0.0,3.8976,6.8002,0.0,0.0,5.1037,2.0
CY89CORE11_B06_S114_comb,11.547,0.0,0.0,4.0967,2.9009,4.8018,0.0,7.2391,4.3675,2.8602,3.1334,6.1735,2.5988,4.4146,3.3093,4.4408,5.9516,0.0,0.0,1.1757,2.0
CY89NEG_A06_S6_comb,11.494000000000002,0.0,0.0,4.6259,5.2,6.0681,5.3208,8.3906,0.0,0.0,4.14,6.4746,3.0578,3.5131,3.1830000000000003,5.9808,6.6003,0.5069100000000001,0.0,3.3307,2.0
CY89CORE11_D09_S141_comb,9.1222,0.0,0.0,0.0,3.1192,7.5896,0.0,6.0092,0.0,0.0,0.0,7.9144,0.0,7.9963,0.0,3.6067,7.731,0.0,0.0,0.0,2.0
CY89FNAQ2_B02_S398_comb,7.7897,0.0,0.0,5.346,4.2801,6.9887,0.0,3.2651,5.1313,6.6128,3.9145,8.3665,0.72596,5.9197,0.0,0.0,8.8165,0.0,0.0,3.083,2.0
CY89FNAQ2_C04_S412_comb,0.0,0.0,0.0,0.0,5.7272,1.1063,8.6533,4.7274,0.0,0.0,2.2284,6.8256,3.384,7.2604,0.0,5.1149,8.4096,0.0,0.0,2.1134,2.0
CY89NEG_H06_S90_comb,10.707,0.0,0.0,2.2633,4.1851,6.1037,8.1745,8.4967,0.0,0.0,0.0,7.0722,2.0289,7.5795,0.0,1.9564,6.7855,4.5815,0.0,0.0,2.0
CY89FNAQ2_H03_S471_comb,10.844000000000001,0.0,0.0,3.4799,6.3348,6.7577,4.1118,7.2997,0.0,0.0,0.0,8.5377,0.0,7.706,0.0,3.8984,7.4066,0.0,0.0,0.0,2.0
CY89CORE11_F03_S159_comb,10.312999999999999,0.0,0.0,7.2608,8.0363,6.2867,2.6904,6.2802,0.0,0.0,2.7465,9.38,0.0,6.7715,0.0,3.7657,8.1636,0.0,0.0,0.0,2.0
CY89FNAQ2_B10_S406_comb,11.229000000000001,0.0,4.6416,7.1561,7.7859,4.8292,2.1728,7.4231,5.4825,2.5056,0.0,6.6604,1.237,4.5843,5.2297,4.4131,5.3359,2.6848,0.0,2.1094,2.0
CY89NEG_A03_S3_comb,10.068,0.0,0.0,4.1455,0.0,6.1759,7.6868,7.4838,0.0,0.0,2.1127,8.0778,0.0,5.7558,0.0,4.207,7.6934,0.0,0.0,3.0056,2.0
CY89FNAQ2_C01_S409_comb,9.8228,0.0,0.0,6.3119,6.5027,6.4899,7.8871,7.6831,7.5712,0.0,0.49467,8.8082,0.0,1.9294,0.0,2.5514,7.5961,0.0,0.0,0.0,2.0
CY89CORE11_G08_S176_comb,11.145,0.0,0.0,4.9561,7.6195,6.7907,0.0,5.6513,3.6904,0.0,1.7472,10.025,4.3209,4.3531,2.9622,6.0360000000000005,6.4443,0.0,0.0,1.5941,2.0
CY89NEG_A02_S2_comb,9.8749,0.0,0.0,4.712,0.0,4.6935,1.4356,7.7555,3.5166,0.0,0.0,7.244,0.0,5.9875,0.0,3.8537,7.2784,0.0,0.0,2.1875,2.0
CY89NEG_E02_S50_comb,10.243,0.0,1.0936,6.832000000000001,5.1834,6.0259,0.0,7.2458,3.888,0.0,0.0,7.7389,5.5106,3.9330000000000003,0.0,6.1048,7.3486,0.0,0.0,3.0461,2.0
CY89CORE11_F07_S163_comb,7.1515,0.0,0.0,6.4919,3.9555,5.2598,8.3171,4.38,0.0,0.0,0.0,6.9547,6.4781,6.6477,0.0,5.687,7.5874,0.0,0.0,0.0,2.0
CY89CORE11_A09_S105_comb,8.2797,0.0,0.0,6.9519,5.2976,6.2477,3.5481,5.6021,0.0,0.0,0.0,3.1227,0.0,7.8569,0.0,5.2627,7.1054,0.0,0.0,3.4861,2.0
CY89NEG_D12_S48_comb,8.6694,0.0,0.0,5.7668,7.3585,7.081,5.8492,7.57,3.8123,0.0,0.0,8.145,4.2638,6.5284,0.0,2.8252,8.2599,0.0,0.0,0.25096,2.0
CY89CORE11_C08_S128_comb,10.82,0.0,0.0,2.5256,6.3576,6.5298,3.0097,6.3208,2.8178,0.0,0.75531,7.1555,2.1349,6.372000000000001,0.0,4.1671,7.9123,0.0,0.0,0.0,2.0
CY89CORE11_D11_S143_comb,11.526,0.0,0.0,4.1382,5.3525,5.1391,0.0,7.4977,3.0878,0.0,0.0,7.0033,0.0,6.7002,0.0,0.0,6.757999999999999,0.0,0.0,2.2732,2.0
CY89CORE11_H06_S186_comb,10.88,0.0,0.0,6.6614,8.7207,5.9658,0.0,7.1781,4.0917,0.0,1.0065,8.0031,0.0,7.3674,3.247,0.5300699999999999,7.8835,0.0,0.0,3.4641,2.0
CY89FNAQ2_F12_S456_comb,10.995999999999999,0.0,0.0,6.4421,6.9553,4.9215,2.9986,8.4453,5.8614,0.0,0.0,6.455,0.0,5.1558,2.4241,0.68975,5.0117,0.0,0.0,2.6586,2.0
CY89NEG_F04_S64_comb,10.685,0.0,0.0,5.9445,3.5852,6.4973,6.1043,7.6049,1.6544,0.0,2.2738,8.1861,0.0,0.0,1.9404,6.5201,6.5666,0.0,0.0,3.3454,2.0
CY89NEG_D05_S41_comb,9.6002,0.0,0.0,6.1443,5.994,6.0236,2.8691,7.9611,0.0,0.0,0.0,7.4884,0.0,7.0498,0.0,0.0,8.4373,0.0,0.24245,3.5334,2.0
CY89NEG_F08_S68_comb,9.6771,0.0,1.3214,0.0,4.9659,5.4893,3.1010000000000004,7.0656,0.0,0.0,0.0,7.2804,0.0,5.8952,0.0,0.0,8.0234,0.0,0.59741,0.0,2.0
CY89CORE11_D05_S137_comb,9.9204,0.0,0.0,6.1672,2.9884,6.9048,0.0,6.1275,1.3595,0.0,0.0,6.5851,3.2888,3.8264,0.0,4.105,7.1022,0.0,0.0,3.6981,2.0
CY89CORE11_A03_S99_comb,10.13,0.0,0.0,5.4195,6.3683,6.8348,7.9709,6.7804,0.0,0.0,0.0,7.1296,4.316,6.6298,3.2271,2.0211,7.8624,0.0,0.0,0.0,2.0
CY89NEG_A07_S7_comb,9.6812,0.0,0.0,6.6023,0.0,4.8671,8.6173,8.1029,5.8246,0.0,0.0,7.8206,3.3805,0.0,0.0,5.5663,8.3219,3.6411,0.0,4.4638,2.0
CY89FNAQ2_G05_S461_comb,9.5172,0.0,3.1554,4.1985,5.7326,4.0286,3.6853,4.8875,0.0,0.0,0.1177,7.3804,0.0,6.8525,0.0,0.0,7.4464,0.0,0.0,4.5035,2.0
CY89NEG_B01_S13_comb,8.0189,0.0,0.0,0.0,2.3732,0.0,0.0,4.9534,0.0,0.0,0.0,6.8963,0.0,5.1048,0.0,4.4098,6.2929,0.0,0.0,3.0663,2.0
CY89FNAQ2_C06_S414_comb,7.1579999999999995,0.0,0.0,4.1909,4.8883,5.3992,4.7903,2.5905,0.0,0.0,0.0,6.2455,0.0,8.2993,0.0,0.0,7.7651,0.0,0.0,0.0,2.0
CY89CORE11_B08_S116_comb,10.655,0.0,0.0,3.153,5.8281,5.9025,4.45,5.4322,5.6651,0.0,0.0,8.8347,0.0,4.6288,0.0,5.856,7.3778,0.0,0.0,1.0115,2.0
CY89CORE11_E12_S156_comb,10.204,0.0,0.0,6.5211,2.2654,6.7316,1.9422,6.2584,4.4197,2.099,2.6821,8.6519,2.8659,5.2361,0.0,4.8329,7.7226,0.0,0.0,0.0,2.0
CY89FNAQ2_D06_S426_comb,11.425,0.0,1.1349,4.6051,9.3833,6.1371,6.8853,7.5444,5.9255,2.5301,2.3685,8.3563,4.0264,3.6102,3.1928,4.6486,7.0295,0.0,0.0,2.8462,2.0
CY89NEG_G08_S80_comb,8.2284,0.0,0.0,3.8755,2.9336,4.5803,6.4804,5.9784,0.0,0.0,0.0,8.7694,4.7798,8.3683,0.0,6.2595,8.4997,0.0,0.0,1.1263,2.0
CY89FNAQ2_E10_S442_comb,9.1177,0.0,0.0,8.6658,6.5714,6.8789,5.3458,3.1666,7.9182,0.0,0.6753600000000001,6.8004,0.0,8.3578,0.0,3.4186,6.968,0.0,0.0,0.54003,2.0
