,PMEL,SERPINA3,TMSB4X,IFITM1,APOD,MIA,SPP1,DCT,IFI27,CD74,A2M,MT2A,DUSP1,ANXA1,APOC2,FOS,SERPINE2,IGFBP7,TM4SF1,CAPN3,group
cy78-CD45-neg-1-G12-S564-comb,11.216,0.0,2.1276,6.0704,2.6505,0.0,0.0,9.7848,9.1503,0.0,0.0,5.5118,6.8329,0.0,0.0,8.0861,4.2337,2.8051,0.0,6.6478,2.0
cy84-Primary-CD45-neg-E05-S1013-comb,8.9173,0.0,0.0,4.6221,7.4874,4.35,0.0,8.7605,5.9979,0.0,6.5932,6.9072,5.2827,0.0,3.7846,7.3677,5.249,6.2201,0.0,4.9674,2.0
cy78-CD45-neg-3-H02-S758-comb,10.06,0.0,0.0,0.0,5.1402,0.0,0.0,7.8829,6.5761,0.0,0.0,3.7877,4.9382,0.0,0.0,7.4531,0.0,0.0,0.0,7.3312,2.0
cy78-CD45-neg-3-F09-S741-comb,10.989,0.0,4.0796,0.0,0.0,0.0,7.1614,10.047,8.212,0.0,0.0,1.9302,6.9921,0.0,0.0,8.4311,3.563,5.4636,0.0,8.5568,2.0
cy78-CD45-neg-1-A11-S491-comb,11.629000000000001,0.0,1.8375,4.2659,1.7596,0.0,1.8209,8.3702,7.4809,0.0,0.0,3.7803,0.0,0.0,0.0,7.1516,0.0,0.0,0.0,6.4852,2.0
cy78-CD45-neg-2-C07-S607-comb,10.8,0.0,3.968,3.5793,0.0,3.9693,0.66993,8.5247,7.5314,0.0,0.0,6.2458,5.5184,0.0,0.0,6.5603,3.4504,3.0929,0.0,7.3839,2.0
cy78-CD45-neg-3-F05-S737-comb,5.4769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0239,0.0,0.0,9.8277,5.0153,0.0,0.0,6.6501,0.0,0.0,0.0,0.0,2.0
cy78-CD45-neg-3-F01-S733-comb,11.0,0.0,5.2489,2.1187,2.4579,0.0,4.8366,8.7008,8.1558,0.0,0.0,5.2919,2.7077,0.0,0.0,6.7383,0.39944,4.9337,0.0,5.9135,2.0
cy78-CD45-neg-1-C01-S505-comb,9.0733,0.0,5.1005,7.0097,5.2685,0.0,0.0,8.4805,10.011000000000001,0.0,0.0,6.0705,0.0,0.0,0.0,7.7446,0.0,4.4902,0.0,7.7155,2.0
cy78-CD45-neg-2-A05-S581-comb,10.131,0.0,5.0185,0.0,0.0,0.0,4.3326,8.9108,7.6359,0.0,0.0,4.6552,2.5137,0.0,0.0,6.5498,4.2037,4.279,0.0,6.6326,2.0
cy78-CD45-neg-1-H05-S569-comb,8.8617,0.0,4.1297,0.0,3.9734,0.0,2.4255,8.1735,5.4371,0.0,0.0,5.1534,0.0,0.0,0.0,0.0,0.0,3.6755,0.0,5.7951,2.0
cy78-CD45-neg-3-F04-S736-comb,10.895,0.0,2.4975,6.1541,3.1439,4.8734,0.0,9.0944,7.8561,0.0,0.0,6.3674,5.5959,0.0,0.0,6.6513,3.0929,3.014,0.0,5.2624,2.0
cy78-CD45-neg-3-E06-S726-comb,8.9639,0.0,0.0,3.8539999999999996,0.0,0.0,0.0,8.031,8.8988,0.0,0.0,4.3051,4.9352,0.0,0.0,8.8347,4.0251,4.2133,0.0,7.4387,2.0
cy78-CD45-neg-3-F03-S735-comb,10.299000000000001,0.0,1.5023,0.0,0.0,0.0,5.0123,8.0796,8.6556,0.0,0.0,5.5872,2.8086,0.0,0.0,5.4516,3.1595,2.7163,0.0,7.0995,2.0
cy78-CD45-neg-3-C04-S700-comb,10.422,0.0,2.4314,0.0,0.0,1.5221,0.0,8.3626,7.4989,0.0,0.0,6.5063,6.3148,0.0,0.0,8.6208,5.3469,0.0,0.0,4.729,2.0
cy78-CD45-neg-1-C06-S510-comb,10.204,0.0,5.513,4.0381,4.3076,0.079975,3.4425,8.1068,8.9698,0.0,0.0,3.3994,4.8587,0.0,0.0,7.4043,0.0,0.0,0.0,6.8048,2.0
cy84-Primary-CD45-neg-A10-S970-comb,8.2689,0.0,0.0,6.9471,8.5174,4.9353,0.0,7.5227,5.834,0.0,7.6703,6.3477,4.0248,4.2102,3.5462,7.3279,6.2816,0.0,4.4037,6.0439,2.0
cy78-CD45-neg-3-G10-S754-comb,9.3169,0.0,6.3638,3.7088,4.9885,0.0,0.0,8.8972,7.6975,0.0,0.0,3.4764,0.0,0.0,0.0,8.2423,4.7062,0.0,0.0,7.6742,2.0
cy78-CD45-neg-3-H04-S760-comb,12.155,0.0,0.0,0.0,0.0,0.0,6.4003,10.366,5.1539,0.0,3.7356,0.0,3.0092,0.0,0.0,6.1571,0.0,0.0,0.0,2.4934,2.0
cy78-CD45-neg-1-D04-S520-comb,10.43,0.0,7.1482,0.0,1.9268,2.5467,2.5268,8.1833,7.0979,0.0,0.0,3.0594,4.4613,0.0,0.0,6.1981,3.5188,2.3239,0.0,5.8611,2.0
cy78-CD45-neg-3-A11-S683-comb,11.139000000000001,0.0,5.2197,0.0,2.8193,4.1183,0.0,8.0971,5.8167,0.0,0.0,4.6308,4.8116,0.0,0.0,7.2203,2.5238,3.2723,0.0,6.8623,2.0
cy78-CD45-neg-2-B05-S593-comb,10.571,0.0,0.0,0.0,2.1843,0.0,1.216,9.2369,7.8513,0.0,0.0,2.6003,0.0,0.0,0.0,7.625,0.0,0.0,0.0,6.3148,2.0
cy78-CD45-neg-3-B10-S694-comb,10.296,0.0,0.0,7.8524,4.5969,0.0,0.0,8.5544,8.7498,0.0,0.0,4.3156,5.0501,0.0,0.0,7.3404,0.0,3.3264,0.0,5.2046,2.0
cy78-CD45-neg-3-G08-S752-comb,9.9211,0.0,3.3481,0.0,0.0,0.0,0.0,6.2669,8.0928,0.0,0.0,8.9313,6.5863,0.0,0.0,8.0486,4.8105,0.0,0.0,6.9077,2.0
cy78-CD45-neg-1-C05-S509-comb,10.427999999999999,0.0,5.5245,4.5335,0.98477,0.0,0.0,8.3656,8.4745,2.2771,1.0847,5.3424,2.2311,0.0,0.0,6.9185,3.2882,0.0,0.0,5.9555,2.0
cy78-CD45-neg-3-D11-S719-comb,8.2118,1.2265,7.6046,0.0,8.1518,3.7021,5.824,7.3612,6.7752,0.0,0.0,7.1518,2.2129,0.0,0.0,8.5413,7.4502,0.0,0.0,7.2934,2.0
cy78-CD45-neg-3-B05-S689-comb,10.118,0.0,2.0697,0.0,5.6373,1.2363,0.0,8.0507,6.6774,0.0,0.0,5.8014,5.7825,0.0,0.0,6.8832,2.4171,3.9625,0.0,7.2029,2.0
cy78-CD45-neg-3-G03-S747-comb,8.7939,0.0,3.8011,0.0,5.7696,0.0,4.237,7.5232,6.3294,0.0,0.0,7.1611,0.0,0.0,0.0,1.2296,2.8914,0.73985,0.0,4.5095,2.0
cy84-Primary-CD45-neg-H02-S1046-comb,8.4877,0.0,6.2055,8.191,7.3628,7.9474,8.4432,6.4791,7.8988,5.7187,6.7223,6.6525,7.3559,4.7325,4.1913,7.3432,4.5632,3.7759,3.6213,4.7962,2.0
cy78-CD45-neg-1-B12-S504-comb,10.992,0.0,6.7857,4.59,2.5893,3.5055,0.26903,9.1934,8.9159,0.0,0.17121,7.0276,4.231,0.0,0.0,5.0377,3.9431,0.0,0.0,4.3823,2.0
cy78-CD45-neg-2-A10-S586-comb,9.4845,0.0,7.0614,0.0,0.0,0.0,4.4573,8.7803,7.9485,7.2361,0.0,3.7113,2.0314,0.0,0.0,5.1487,3.9122,0.0,0.0,7.1055,2.0
cy78-CD45-neg-3-F10-S742-comb,11.130999999999998,0.0,1.9313,0.0,0.0,0.54597,1.4076,9.1942,6.2419,0.0,0.0,4.834,4.5426,0.0,0.0,5.2315,0.0,1.5998,0.0,7.2379999999999995,2.0
cy78-CD45-neg-3-A09-S681-comb,10.927999999999999,0.0,0.0,5.5732,1.9027,0.0,0.0,9.1305,7.8877,0.0,0.0,5.0748,3.5876,0.0,0.0,5.7103,3.2502,0.45523,0.0,5.8398,2.0
cy78-CD45-neg-1-A06-S486-comb,10.953,0.0,7.3462,5.1789,1.3306,2.4122,6.312,7.6659,8.9777,0.0,1.0272,5.5998,3.0241,0.0,0.0,5.6549,5.2042,4.2624,0.0,4.9433,2.0
cy78-CD45-neg-1-F11-S551-comb,10.214,0.0,5.4659,4.2584,3.6443,3.8612,3.3031,9.5609,6.3786,0.0,0.0,3.9717,3.9208,0.0,0.0,6.4825,3.0152,4.5098,0.0,7.1939,2.0
cy84-Primary-CD45-neg-H07-S1051-comb,7.6522,0.0,0.0,6.7501,7.0652,2.8627,0.0,7.8944,9.293,0.0,0.0,6.9723,0.0,7.0857,3.8255,0.0,5.2724,4.9719999999999995,0.0,3.9197,2.0
cy78-CD45-neg-3-D12-S720-comb,10.640999999999998,0.0,4.5506,3.6660000000000004,3.8015,0.0,3.3675,9.3899,8.9441,0.0,0.0,3.6199,5.8728,0.0,0.0,7.9305,3.0257,0.0,0.0,6.1504,2.0
cy78-CD45-neg-3-A03-S675-comb,10.384,0.0,8.5532,0.0,8.9448,4.7034,4.5635,6.4045,7.9882,2.7906,2.2141,4.4727,4.2759,0.0,0.0,7.2227,5.712000000000001,0.0,0.0,2.3036,2.0
cy78-CD45-neg-1-C07-S511-comb,10.876,0.0,3.4366,0.0,2.7260000000000004,0.0,4.0011,8.752,6.1448,0.0,0.0,4.6461,1.5479,0.0,0.0,7.0367,2.3004,0.0,0.0,5.7191,2.0
cy78-CD45-neg-3-D06-S714-comb,10.822000000000001,0.0,6.7528,0.0,3.8062,0.0,2.4338,8.9382,6.8718,0.0,2.0437,5.5318,4.7176,0.0,0.0,7.169,4.301,0.76808,0.0,6.2484,2.0
cy78-CD45-neg-3-C10-S706-comb,10.655999999999999,0.0,1.3967,0.0,1.9369999999999998,0.0,1.9111,9.217,7.6171,0.0,0.0,5.5594,6.5411,0.0,0.0,7.7079,0.1903,4.3548,0.0,6.8568,2.0
cy78-CD45-neg-3-C03-S699-comb,8.8516,0.0,0.0,3.0626,8.3242,0.0,0.0,8.8341,7.7617,0.0,0.0,8.2783,5.4307,0.0,0.0,7.1443,4.0884,4.6546,0.0,0.0,2.0
cy78-CD45-neg-3-H08-S764-comb,10.392999999999999,0.0,7.6317,6.7036,5.9208,4.9465,5.1321,7.8968,8.711,0.0,3.2882,6.2496,0.0,0.0,0.0,6.4073,5.2332,3.7817,0.0,7.0831,2.0
cy78-CD45-neg-3-B04-S688-comb,11.757,0.0,6.5818,2.6236,0.0,0.0,6.6266,8.6511,6.5264,0.0,0.0,4.2057,4.6767,0.0,0.0,7.1198,5.4913,0.0,0.0,7.9441,2.0
cy84-Primary-CD45-neg-A07-S967-comb,7.2241,0.0,0.0,8.6306,0.0,4.5996,0.0,8.9802,8.9304,0.0,4.0466,5.6887,2.0119,0.0,0.0,7.4189,4.3324,0.0,0.0,3.822,2.0
cy84-Primary-CD45-neg-F05-S1025-comb,9.4726,0.0,0.0,8.7273,7.8329,7.9199,0.0,8.3289,8.4095,0.0,0.0,7.9953,0.0,0.0,0.0,0.0,6.5658,0.0,0.0,4.8751,2.0
cy78-CD45-neg-3-A08-S680-comb,9.4881,0.0,0.0,0.0,2.8697,0.0,2.1237,7.6674,7.0157,0.0,0.0,6.6512,0.0,0.0,0.0,7.0141,1.757,0.0,0.0,5.1978,2.0
cy78-CD45-neg-3-F08-S740-comb,11.185,0.0,2.2898,2.4534,5.454,4.9515,3.5338,8.4033,7.9979,0.8976299999999999,0.0,6.9855,3.661,0.0,0.0,6.4283,0.58496,0.0,0.0,6.4983,2.0
cy84-Primary-CD45-neg-H12-S1056-comb,8.4629,2.7201,0.0,7.1358,7.5826,5.8117,0.0,8.0951,7.7351,0.0,0.0,6.5253,3.8177,5.0387,0.0,6.2217,4.871,0.0,3.5228,2.9939,2.0
cy78-CD45-neg-3-G06-S750-comb,10.804,0.0,3.2045,0.0,0.0,3.0158,3.9555,8.073,8.1067,0.0,0.0,4.5756,3.9251,0.0,0.0,6.9874,4.0484,3.7241,0.0,7.0029,2.0
cy78-CD45-neg-3-E10-S730-comb,6.6462,0.0,2.9355,6.358,0.8844,0.0,0.0,6.8652,8.849,0.0,1.0976,5.4177,6.3527,0.0,0.0,3.7702,0.5018199999999999,0.0,0.0,4.5402,2.0
cy78-CD45-neg-1-G01-S553-comb,10.589,0.0,0.0,5.1598,0.0,2.4327,1.5998,9.5166,8.7382,0.0,0.0,6.2515,3.6337,0.0,0.0,6.7436,4.3817,2.1991,0.0,7.138999999999999,2.0
cy78-CD45-neg-3-B11-S695-comb,10.784,0.0,4.1313,5.4826,3.0454,2.6947,0.0,7.648,8.3873,0.0,0.0,5.1409,0.0,0.0,0.0,7.7502,3.6754,0.0,0.0,6.977,2.0
cy78-CD45-neg-1-F07-S547-comb,9.8582,0.0,4.6159,1.8262,4.0558,0.0,4.5049,9.2992,4.5611,0.0,0.0,4.2946,2.9653,0.0,0.0,5.7863,3.4884,0.0,0.0,7.2679,2.0
cy78-CD45-neg-1-C03-S507-comb,10.783,0.0,0.0,0.0,3.9461,0.0,1.2732,8.0117,3.7446,0.0,0.0,4.6471,5.5244,0.0,0.0,6.4457,0.0,1.5479,0.0,7.2159,2.0
cy78-CD45-neg-1-D06-S522-comb,9.9688,0.0,4.4239999999999995,0.0,0.0,0.0,2.6510000000000002,8.0539,7.6685,0.0,0.0,5.5524,0.0,0.0,0.0,5.4104,5.1686,0.0,0.0,6.0077,2.0
cy78-CD45-neg-3-F11-S743-comb,10.433,0.0,3.4471,0.0,6.1425,4.2193,0.0,8.1251,6.7219,0.0,0.0,5.9371,5.0003,0.0,0.0,6.4041,4.5865,1.585,0.0,6.8022,2.0
cy78-CD45-neg-3-A07-S679-comb,11.133,0.0,3.5056,4.6026,0.0,0.0,2.8760000000000003,7.0243,8.214,2.6844,0.0,6.8949,2.2431,0.0,0.0,7.2136,2.005,4.5618,0.0,5.565,2.0
cy78-CD45-neg-1-H10-S574-comb,10.327,0.0,1.6576,0.0,3.0613,0.0,6.5594,8.8238,6.4235,0.0,0.0,5.7769,5.4219,0.53605,0.0,7.8331,0.0,0.0,0.0,5.3342,2.0
cy78-CD45-neg-1-G02-S554-comb,10.65,0.0,1.1063,6.8691,0.0,1.3121,3.1102,8.2452,8.5276,0.0,0.0,7.0236,0.0,0.0,0.0,6.5945,4.1503,0.0,0.0,6.169,2.0
cy78-CD45-neg-3-E12-S732-comb,10.152999999999999,0.0,1.8659,5.275,4.1804,1.0861,3.6255,8.9306,6.9216,0.0,6.0195,3.9246,0.0,0.0,0.0,7.4253,4.0785,2.8125,0.0,6.9991,2.0
cy78-CD45-neg-3-A10-S682-comb,11.686,0.0,0.0,3.9829,0.0,0.0,0.0,8.9308,7.1281,0.0,0.0,6.5474,2.6558,0.0,0.0,7.7806,3.5216,0.0,0.0,8.6281,2.0
cy78-CD45-neg-1-E09-S537-comb,10.015,0.0,2.9345,6.9303,9.9968,3.6828,0.0,0.0,7.1563,0.0,6.922999999999999,4.4835,3.5324,0.0,0.0,3.5789,3.5180000000000002,0.76384,0.0,6.3434,2.0
cy78-CD45-neg-1-C04-S508-comb,10.265999999999998,0.0,4.5678,0.0,0.0,0.0,6.8654,10.024,7.6918,0.0,0.0,4.7484,6.7185,0.0,0.0,8.3022,3.7536,0.0,0.0,6.7552,2.0
cy78-CD45-neg-3-A04-S676-comb,10.967,0.0,5.0873,0.0,0.0,0.0,0.0,8.3152,6.7762,0.0,0.0,6.1266,4.1471,0.0,0.0,5.2673,3.9681,1.7093,0.0,7.2602,2.0
cy78-CD45-neg-3-G12-S756-comb,10.957,0.0,0.0,0.0,0.0,0.0,0.0,8.18,8.0845,0.0,0.10568,4.6473,0.0,0.0,0.0,7.5037,0.0,3.7638,0.0,6.1139,2.0
cy84-Primary-CD45-neg-D05-S1001-comb,8.742,0.0,0.0,4.1971,7.7756,4.2341,0.0,8.852,5.8851,0.0,6.485,6.6601,5.2096,0.0,3.8216,7.2196,5.2419,5.7119,0.0,5.0685,2.0
cy78-CD45-neg-3-E04-S724-comb,10.727,0.0,7.2819,0.0,2.5008,1.5069,6.3363,8.7112,5.686,0.0,0.0,3.8909,1.1827,0.0,0.0,4.996,0.0,0.0,0.0,4.0054,2.0
cy78-CD45-neg-3-H09-S765-comb,10.447000000000001,0.0,5.7148,0.0,5.7728,0.0,6.6404,7.9715,5.3229,0.0,2.1352,7.2781,5.5679,0.0,0.0,8.7458,4.4865,0.0,0.0,5.8607,2.0
cy60_1_cd_45_neg_3_F06_S546_comb,10.58,0.0,0.0,0.0,0.0,2.4354,0.0,0.0,0.0,0.0,0.0,5.8711,6.532,0.0,5.9987,0.5694899999999999,0.0,0.0,0.0,0.0,2.0
cy60_1_cd_45_neg_3_C10_S514_comb,10.879000000000001,0.0,0.0,0.0,0.0,2.4265,0.0,0.0,0.0,0.0,6.1911,6.2844,0.0,0.0,6.4372,3.8516,5.3586,0.0,0.0,5.8739,2.0
cy60_1_cd_45_neg_3_F09_S549_comb,11.061,0.0,0.0,0.0,0.0,3.1228,0.0,1.0236,0.0,3.0932,0.0,4.7735,2.5122,0.0,9.0101,5.0576,5.2407,0.0,0.0,6.1125,2.0
cy60_1_cd_45_neg_1_D11_S239_comb,9.8145,0.0,2.1067,0.0,0.0,0.0,0.0,0.0,0.0,5.2231,0.0,5.8444,0.0,0.0,0.0,0.0,6.7692,0.0,0.0,6.4917,2.0
cy60_1_cd_45_neg_1_C08_S224_comb,10.889000000000001,0.0,0.0,0.0,0.0,4.5906,0.0,4.0153,0.0,0.0,0.0,0.0,4.1919,0.0,0.0,0.0,4.4122,0.0,0.0,6.5985,2.0
cy60_1_cd_45_neg_3_H06_S570_comb,10.582,0.0,0.0,0.0,0.0,2.8484,0.0,4.47,0.0,0.0,0.0,4.1242,0.0,0.0,0.0,4.8287,4.2891,0.0,5.4998,6.9749,2.0
cy60_1_cd_45_neg_3_G10_S562_comb,10.388,0.0,0.0,0.0,0.0,2.1776,0.0,4.2248,0.0,2.872,0.0,5.2648,0.0,0.0,7.8546,5.5659,6.4173,0.0,0.0,6.547000000000001,2.0
cy60_1_cd_45_neg_1_D07_S235_comb,10.392999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.3576,0.0,0.8504,0.0,9.0407,0.6663,0.0,8.466000000000001,0.0,4.1951,0.0,0.0,5.0898,2.0
cy60_1_cd_45_neg_1_B11_S215_comb,9.3978,5.2411,0.0,0.0,0.0,6.6613,0.0,0.0,0.0,6.3189,1.9942,7.3052,0.0,0.0,0.0,0.0,8.6271,0.0,5.274,3.9615,2.0
CY88_5_B10_S694_comb,10.735,0.0,0.0,0.0,8.4978,4.2743,0.85519,6.5479,0.0,0.0,5.7909,3.8257,2.6636,0.0,0.0,7.3041,5.6971,0.0,0.0,3.1212,2.0
CY88_3_D02_S614_comb,10.157,0.0,0.0,0.0,6.1623,5.0316,2.9111,5.5804,0.0,6.081,7.5692,6.0897,0.0,0.0,0.0,6.9026,4.6409,0.0,0.0,6.6938,2.0
CY88_5_B06_S690_comb,10.847999999999999,0.0,0.0,0.0,7.7959,5.867000000000001,0.0,6.5773,0.0,4.8661,4.3194,4.87,0.0,0.0,0.0,6.6351,6.1098,0.0,0.0,7.5113,2.0
CY88_3_F01_S637_comb,10.657,0.0,0.0,0.0,6.7275,3.945,5.7121,6.5931,0.0,1.9598,4.4084,5.5182,4.8693,0.0,0.0,6.8464,6.1373,0.0,0.0,6.5735,2.0
CY88_3_C01_S601_comb,10.366,0.0,0.0,0.0,4.6855,3.285,4.5112,6.8868,0.0,0.0,2.6285,4.9412,0.0,0.0,0.0,6.7167,6.181,0.0,0.0,5.1236,2.0
CY88_5_C12_S708_comb,10.713,0.0,0.0,0.0,7.3303,3.8007,0.0,7.4464,0.0,3.2985,3.3874,3.6759,0.0,0.0,2.8209,5.4326,6.8413,0.0,0.0,7.812,2.0
CY88_5_G04_S748_comb,10.128,0.0,0.0,0.0,8.6853,6.2566,0.0,6.3886,0.0,1.3214,6.5881,5.3546,0.0,0.0,0.0,8.5435,7.3566,0.0,0.0,6.8139,2.0
CY88_3_F05_S641_comb,6.3539,0.0,0.0,0.0,8.054,0.0,0.0,0.0,0.0,6.4501,6.4664,4.9346,0.0,0.0,0.0,6.8412,7.0192,1.3874,0.0,6.6852,2.0
CY88_3_H11_S671_comb,8.5532,0.0,0.0,0.0,8.8167,3.1011,0.0,4.3203,0.0,3.6154,0.98185,4.9046,2.0803,0.0,0.0,5.2755,6.8608,0.0,0.0,5.4807,2.0
CY88_3_C10_S610_comb,10.935,0.0,2.6976,0.0,4.9602,3.6387,7.9975,5.3357,0.0,2.7253,5.0525,4.2275,0.0,0.0,0.0,7.1083,6.9942,0.0,0.0,6.1361,2.0
CY88_5_D11_S719_comb,10.882,0.0,0.0,0.0,7.86,6.2341,0.0,6.1412,3.3736,4.4488,6.2448,3.4615,3.9263,0.0,0.0,7.3973,6.3606,0.0,0.0,7.7403,2.0
CY88_5_H03_S759_comb,11.306,0.0,0.0,0.0,5.501,5.4838,6.0559,5.8247,0.0,3.4267,6.2738,4.5236,0.0,0.0,0.0,6.3973,5.4239,0.0,0.0,5.4457,2.0
CY88_5_E04_S724_comb,12.538,0.0,0.0,0.0,7.1749,3.7889,6.3712,8.1256,0.0,0.0,5.1678,0.0,0.0,0.0,0.0,8.2452,4.8952,0.0,0.0,2.7292,2.0
CY88_3_D07_S619_comb,10.979000000000001,0.0,0.0,0.0,6.5827,4.2064,4.5354,6.7528,2.1909,4.8755,4.1413,3.6910000000000003,0.0,0.52507,0.0,5.3172,3.991,0.0,0.0,4.9127,2.0
CY88_3_G09_S657_comb,10.988,0.0,0.0,0.0,6.9239999999999995,3.8012,0.0,5.7369,0.0,2.9572,5.7356,4.4126,0.0,0.0,0.0,6.5366,4.2245,0.0,0.0,5.2208,2.0
CY88_5_H08_S764_comb,10.536,0.0,0.0,0.0,8.0949,3.7421,0.0,6.0781,0.0,4.2719,5.9515,2.2717,4.3757,0.0,0.0,6.8647,5.0933,0.0,0.0,6.399,2.0
CY88_3_B04_S592_comb,9.7492,0.0,0.0,0.0,6.8789,3.2062,0.0,6.2204,0.0,0.0,3.9419999999999997,0.0,3.6301,0.0,0.0,5.7577,3.1303,0.0,0.0,4.2618,2.0
CY88_3_A10_S586_comb,9.4771,0.0,0.0,0.0,8.4574,4.5516,0.0,4.1082,0.0,2.8327,3.4319,1.6041,3.9724,0.0,0.0,5.2347,6.3341,0.0,0.0,5.5171,2.0
CY88_5_B12_S696_comb,10.423,0.0,3.2725,0.0,7.2685,0.0,8.4528,8.1604,0.0,3.8708,3.4688,2.951,0.0,0.0,0.0,0.0,5.3844,0.0,0.0,7.3369,2.0
CY88_3_H10_S670_comb,9.0446,0.0,0.0,0.0,7.87,3.7585,0.0,3.9686,0.0,0.0,5.2553,3.1635,0.0,0.0,0.0,7.2146,8.0464,0.0,0.0,6.4607,2.0
CY88_5_H05_S761_comb,10.797,0.0,0.0,5.3458,2.6955,2.5839999999999996,0.0,7.1713,0.0,5.8251,3.3351,7.5554,1.3265,0.0,0.0,7.1381,5.8509,0.0,0.0,6.2849,2.0
CY88_5_D08_S716_comb,10.614,0.0,0.0,0.0,9.8919,6.2429,0.0,5.8438,0.0,4.8261,3.2765,6.0029,2.56,0.0,0.0,6.1741,7.1383,0.0,0.0,5.6431,2.0
CY88_3_B12_S600_comb,8.9797,0.0,0.0,0.0,9.7456,4.6525,0.0,2.8752,0.0,1.1467,2.7455,3.8297,0.0,0.0,0.0,8.0132,8.3375,0.0,0.0,7.216,2.0
CY88_5_D10_S718_comb,10.466,0.0,0.0,0.0,5.412999999999999,6.105,0.24731999999999998,4.7158,0.0,2.6846,3.3156,6.351,0.0,0.0,0.0,5.723,4.5845,0.0,0.0,8.1399,2.0
CY88_3_C12_S612_comb,10.134,0.0,0.0,0.0,7.9958,2.1897,0.0,4.8721,0.0,1.6355,2.1286,2.9721,3.1674,0.0,0.0,5.881,6.63,0.0,0.54597,7.1608,2.0
CY88_3_C08_S608_comb,5.2992,0.0,4.6939,0.0,9.423,4.0862,0.0,5.9161,0.0,0.0,5.0059,6.2444,0.0,0.0,0.0,5.9603,8.1453,0.0,0.0,7.7932,2.0
CY88_5_E02_S722_comb,10.163,0.0,0.0,0.0,7.3121,4.4461,0.0,6.337999999999999,0.0,5.0334,0.88518,4.4285,0.0,0.0,0.0,7.5683,7.0765,0.0,0.0,6.5963,2.0
CY88_3_G07_S655_comb,10.942,0.0,0.0,0.0,8.3944,2.4346,0.0,5.6358,0.0,1.8532,3.4019,2.7307,3.3831,0.0,0.0,5.452000000000001,5.7332,0.0,0.0,7.0375,2.0
CY88_5_F11_S743_comb,10.037,0.0,0.0,0.0,8.4905,5.1633,0.0,6.9974,0.0,3.7384,3.9616,5.0131,0.0,0.0,0.0,5.4739,5.8288,0.0,0.0,6.9431,2.0
CY88_5_C09_S705_comb,10.113999999999999,0.0,0.0,0.0,9.3905,5.3252,0.0,6.4911,0.0,0.0,5.6839,5.8413,4.2780000000000005,0.0,0.0,7.2082,6.7447,0.0,0.0,7.0909,2.0
CY88_5_B03_S687_comb,9.0581,0.0,0.0,0.0,7.0444,5.4456,0.0,6.7164,0.0,0.49467,3.3704,4.8129,0.0,3.9476,0.0,6.2497,5.6138,0.0,0.0,6.6382,2.0
CY88_5_B07_S691_comb,7.8933,0.0,0.0,0.0,10.290999999999999,6.5464,0.0,3.4899,0.0,2.7885,5.386,6.7687,0.0,0.0,0.0,7.8764,8.2576,0.0,0.0,6.7026,2.0
CY88_5_B01_S685_comb,10.786,0.0,0.0,0.0,9.6366,5.2116,0.0,6.8285,0.0,2.9557,4.2156,4.6012,2.8456,0.0,0.0,7.4616,6.7184,0.0,0.0,6.655,2.0
CY88_3_E10_S634_comb,10.04,0.0,0.0,0.0,8.6603,3.8425,0.2762,6.5084,0.0,3.225,4.4619,1.4772,0.0,0.0,0.94711,8.4475,6.3232,0.0,0.0,6.9788,2.0
CY88_5_C08_S704_comb,9.4836,0.0,0.0,2.3592,7.0164,4.9648,0.0,5.9308,0.0,2.1217,3.3205,5.4305,0.0,0.0,0.0,6.114,5.1370000000000005,0.0,0.0,6.7363,2.0
CY88_5_F05_S737_comb,9.9847,0.0,0.0,0.0,8.3912,4.1939,0.0,6.0921,0.0,0.0,4.2949,5.3043,0.0,0.0,0.0,5.7147,5.7901,0.0,0.0,5.1385,2.0
CY88_5_C05_S701_comb,10.125,0.0,0.0,0.0,7.8539,4.8913,4.9401,3.0956,0.0,3.4342,6.329,5.3098,0.0,0.0,0.0,6.3323,8.1692,0.0,0.0,6.4051,2.0
CY88_3_G11_S659_comb,6.2309,0.0,0.0,0.0,8.0401,5.7921,0.0,4.2309,0.0,0.0,0.0,6.9872,0.0,0.0,0.0,9.0194,5.6397,0.0,0.0,6.5749,2.0
CY88_3_D03_S615_comb,4.3927,0.0,0.0,0.0,8.2808,5.7428,0.0,0.0,0.0,5.5775,3.8173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.746,2.0
CY88_3_D09_S621_comb,9.367,0.0,0.0,0.0,9.9278,6.05,5.2995,4.4949,0.0,5.8141,5.1856,2.9067,4.8526,0.0,0.0,7.2989,7.9622,0.0,0.0,4.3919999999999995,2.0
CY88_3_A07_S583_comb,10.332,0.0,0.0,0.0,7.5681,3.2376,0.0,5.7283,0.0,0.0,4.9376,4.3794,2.6448,0.0,0.0,6.8517,4.9977,0.0,0.0,6.9925,2.0
CY88_5_C02_S698_comb,2.6239,0.0,0.0,0.0,7.6602,0.0,0.0,0.8812700000000001,0.0,0.0,0.49365,7.0631,1.5465,0.0,0.0,9.1608,5.3056,0.0,0.0,7.7459,2.0
